"","time","particle","mass","x","y","z","vx","vy","vz","p_x","p_y","p_z"
"2322",23.21,"m1",1,0.227425,-0.973796,0,-0.684544,-0.162414,0,-0.684544,-0.162414,0
"2323",23.22,"m1",1,0.220358,-0.975419,0,-0.70672,-0.162351,0,-0.70672,-0.162351,0
"2324",23.23,"m1",1,0.213076,-0.977036,0,-0.728263,-0.16167,0,-0.728263,-0.16167,0
"2325",23.24,"m1",1,0.205584,-0.978639,0,-0.749143,-0.160372,0,-0.749143,-0.160372,0
"2326",23.25,"m1",1,0.197891,-0.980224,0,-0.769334,-0.158463,0,-0.769334,-0.158463,0
"2327",23.26,"m1",1,0.190003,-0.981784,0,-0.788805,-0.155949,0,-0.788805,-0.155949,0
"2328",23.27,"m1",1,0.181927,-0.983312,0,-0.807531,-0.15284,0,-0.807531,-0.15284,0
"2329",23.28,"m1",1,0.173673,-0.984803,0,-0.825482,-0.149148,0,-0.825482,-0.149148,0
"2330",23.29,"m1",1,0.165246,-0.986252,0,-0.842632,-0.144889,0,-0.842632,-0.144889,0
"2331",23.3,"m1",1,0.156657,-0.987653,0,-0.858955,-0.140078,0,-0.858955,-0.140078,0
"2332",23.31,"m1",1,0.147912,-0.989,0,-0.874426,-0.134734,0,-0.874426,-0.134734,0
"2333",23.32,"m1",1,0.139022,-0.990289,0,-0.88902,-0.12888,0,-0.88902,-0.12888,0
"2334",23.33,"m1",1,0.129995,-0.991515,0,-0.902713,-0.122538,0,-0.902713,-0.122538,0
"2335",23.34,"m1",1,0.12084,-0.992672,0,-0.915483,-0.115733,0,-0.915483,-0.115733,0
"2336",23.35,"m1",1,0.111567,-0.993757,0,-0.92731,-0.108493,0,-0.92731,-0.108493,0
"2337",23.36,"m1",1,0.102186,-0.994765,0,-0.938172,-0.100847,0,-0.938172,-0.100847,0
"2338",23.37,"m1",1,0.092705,-0.995694,0,-0.948053,-0.092826,0,-0.948053,-0.092826,0
"2339",23.38,"m1",1,0.083136,-0.996538,0,-0.956934,-0.084462,0,-0.956934,-0.084462,0
"2340",23.39,"m1",1,0.073488,-0.997296,0,-0.964802,-0.075789,0,-0.964802,-0.075789,0
"2341",23.4,"m1",1,0.063771,-0.997965,0,-0.971643,-0.066842,0,-0.971643,-0.066842,0
"2342",23.41,"m1",1,0.053997,-0.998541,0,-0.977444,-0.057657,0,-0.977444,-0.057657,0
"2343",23.42,"m1",1,0.044175,-0.999024,0,-0.982197,-0.048271,0,-0.982197,-0.048271,0
"2344",23.43,"m1",1,0.034316,-0.999411,0,-0.985893,-0.038722,0,-0.985893,-0.038722,0
"2345",23.44,"m1",1,0.024431,-0.999702,0,-0.988527,-0.029049,0,-0.988527,-0.029049,0
"2346",23.45,"m1",1,0.01453,-0.999894,0,-0.990094,-0.019291,0,-0.990094,-0.019291,0
"2347",23.46,"m1",1,0.004624,-0.999989,0,-0.990593,-0.009487,0,-0.990593,-0.009487,0
"2348",23.47,"m1",1,-0.005277,-0.999986,0,-0.990024,0.000323,0,-0.990024,0.000323,0
"2349",23.48,"m1",1,-0.01516,-0.999885,0,-0.988388,0.0101,0,-0.988388,0.0101,0
"2350",23.49,"m1",1,-0.025017,-0.999687,0,-0.98569,0.019806,0,-0.98569,0.019806,0
"2351",23.5,"m1",1,-0.034837,-0.999393,0,-0.981936,0.0294,0,-0.981936,0.0294,0
"2352",23.51,"m1",1,-0.044608,-0.999005,0,-0.977134,0.038845,0,-0.977134,0.038845,0
"2353",23.52,"m1",1,-0.054321,-0.998524,0,-0.971294,0.048104,0,-0.971294,0.048104,0
"2354",23.53,"m1",1,-0.063965,-0.997952,0,-0.964427,0.05714,0,-0.964427,0.05714,0
"2355",23.54,"m1",1,-0.073531,-0.997293,0,-0.956546,0.065917,0,-0.956546,0.065917,0
"2356",23.55,"m1",1,-0.083007,-0.996549,0,-0.947668,0.074402,0,-0.947668,0.074402,0
"2357",23.56,"m1",1,-0.092385,-0.995723,0,-0.937809,0.082562,0,-0.937809,0.082562,0
"2358",23.57,"m1",1,-0.101655,-0.99482,0,-0.926988,0.090364,0,-0.926988,0.090364,0
"2359",23.58,"m1",1,-0.110808,-0.993842,0,-0.915223,0.09778,0,-0.915223,0.09778,0
"2360",23.59,"m1",1,-0.119833,-0.992794,0,-0.902537,0.104781,0,-0.902537,0.104781,0
"2361",23.6,"m1",1,-0.128722,-0.991681,0,-0.888952,0.111341,0,-0.888952,0.111341,0
"2362",23.61,"m1",1,-0.137467,-0.990506,0,-0.874492,0.117436,0,-0.874492,0.117436,0
"2363",23.62,"m1",1,-0.146059,-0.989276,0,-0.85918,0.123044,0,-0.85918,0.123044,0
"2364",23.63,"m1",1,-0.15449,-0.987994,0,-0.843043,0.128144,0,-0.843043,0.128144,0
"2365",23.64,"m1",1,-0.162751,-0.986667,0,-0.826107,0.132719,0,-0.826107,0.132719,0
"2366",23.65,"m1",1,-0.170835,-0.9853,0,-0.808399,0.136752,0,-0.808399,0.136752,0
"2367",23.66,"m1",1,-0.178734,-0.983897,0,-0.789946,0.14023,0,-0.789946,0.14023,0
"2368",23.67,"m1",1,-0.186442,-0.982466,0,-0.770777,0.143142,0,-0.770777,0.143142,0
"2369",23.68,"m1",1,-0.193951,-0.981011,0,-0.75092,0.145479,0,-0.75092,0.145479,0
"2370",23.69,"m1",1,-0.201255,-0.979539,0,-0.730404,0.147234,0,-0.730404,0.147234,0
"2371",23.7,"m1",1,-0.208348,-0.978055,0,-0.709257,0.148404,0,-0.709257,0.148404,0
"2372",23.71,"m1",1,-0.215223,-0.976565,0,-0.687509,0.148985,0,-0.687509,0.148985,0
"2373",23.72,"m1",1,-0.221875,-0.975075,0,-0.665188,0.148978,0,-0.665188,0.148978,0
"2374",23.73,"m1",1,-0.228298,-0.973591,0,-0.642323,0.148387,0,-0.642323,0.148387,0
"2375",23.74,"m1",1,-0.234487,-0.972119,0,-0.618943,0.147215,0,-0.618943,0.147215,0
"2376",23.75,"m1",1,-0.240438,-0.970664,0,-0.595076,0.14547,0,-0.595076,0.14547,0
"2377",23.76,"m1",1,-0.246146,-0.969233,0,-0.570749,0.143161,0,-0.570749,0.143161,0
"2378",23.77,"m1",1,-0.251605,-0.96783,0,-0.54599,0.140299,0,-0.54599,0.140299,0
"2379",23.78,"m1",1,-0.256814,-0.966461,0,-0.520826,0.136897,0,-0.520826,0.136897,0
"2380",23.79,"m1",1,-0.261767,-0.965131,0,-0.495284,0.13297,0,-0.495284,0.13297,0
"2381",23.8,"m1",1,-0.26646,-0.963846,0,-0.469389,0.128537,0,-0.469389,0.128537,0
"2382",23.81,"m1",1,-0.270892,-0.96261,0,-0.443168,0.123614,0,-0.443168,0.123614,0
"2383",23.82,"m1",1,-0.275059,-0.961427,0,-0.416644,0.118224,0,-0.416644,0.118224,0
"2384",23.83,"m1",1,-0.278957,-0.960304,0,-0.389843,0.112388,0,-0.389843,0.112388,0
"2385",23.84,"m1",1,-0.282585,-0.959242,0,-0.362787,0.106129,0,-0.362787,0.106129,0
"2386",23.85,"m1",1,-0.28594,-0.958248,0,-0.3355,0.099474,0,-0.3355,0.099474,0
"2387",23.86,"m1",1,-0.28902,-0.957323,0,-0.308004,0.092448,0,-0.308004,0.092448,0
"2388",23.87,"m1",1,-0.291823,-0.956472,0,-0.280322,0.085079,0,-0.280322,0.085079,0
"2389",23.88,"m1",1,-0.294348,-0.955698,0,-0.252474,0.077395,0,-0.252474,0.077395,0
"2390",23.89,"m1",1,-0.296593,-0.955004,0,-0.224482,0.069428,0,-0.224482,0.069428,0
"2391",23.9,"m1",1,-0.298556,-0.954392,0,-0.196366,0.061206,0,-0.196366,0.061206,0
"2392",23.91,"m1",1,-0.300238,-0.953864,0,-0.168146,0.052763,0,-0.168146,0.052763,0
"2393",23.92,"m1",1,-0.301636,-0.953423,0,-0.139841,0.044129,0,-0.139841,0.044129,0
"2394",23.93,"m1",1,-0.302751,-0.95307,0,-0.111471,0.035338,0,-0.111471,0.035338,0
"2395",23.94,"m1",1,-0.303582,-0.952805,0,-0.083055,0.026423,0,-0.083055,0.026423,0
"2396",23.95,"m1",1,-0.304128,-0.952631,0,-0.054612,0.017418,0,-0.054612,0.017418,0
"2397",23.96,"m1",1,-0.304389,-0.952548,0,-0.02616,0.008355,0,-0.02616,0.008355,0
"2398",23.97,"m1",1,-0.304366,-0.952555,0,0.002283,-0.000729,0,0.002283,-0.000729,0
"2399",23.98,"m1",1,-0.304059,-0.952653,0,0.030698,-0.009803,0,0.030698,-0.009803,0
"2400",23.99,"m1",1,-0.303469,-0.952841,0,0.059066,-0.018832,0,0.059066,-0.018832,0
"2401",24,"m1",1,-0.302595,-0.953119,0,0.087369,-0.027782,0,0.087369,-0.027782,0
"2402",24.01,"m1",1,-0.301439,-0.953485,0,0.115589,-0.03662,0,0.115589,-0.03662,0
"2403",24.02,"m1",1,-0.300002,-0.953939,0,0.143706,-0.045313,0,0.143706,-0.045313,0
"2404",24.03,"m1",1,-0.298285,-0.954477,0,0.171702,-0.053829,0,0.171702,-0.053829,0
"2405",24.04,"m1",1,-0.29629,-0.955098,0,0.199558,-0.062135,0,0.199558,-0.062135,0
"2406",24.05,"m1",1,-0.294017,-0.9558,0,0.227253,-0.070202,0,0.227253,-0.070202,0
"2407",24.06,"m1",1,-0.291469,-0.95658,0,0.254769,-0.077999,0,0.254769,-0.077999,0
"2408",24.07,"m1",1,-0.288648,-0.957435,0,0.282083,-0.085497,0,0.282083,-0.085497,0
"2409",24.08,"m1",1,-0.285557,-0.958362,0,0.309177,-0.092667,0,0.309177,-0.092667,0
"2410",24.09,"m1",1,-0.282196,-0.959357,0,0.336028,-0.099483,0,0.336028,-0.099483,0
"2411",24.1,"m1",1,-0.27857,-0.960416,0,0.362615,-0.10592,0,0.362615,-0.10592,0
"2412",24.11,"m1",1,-0.274681,-0.961535,0,0.388916,-0.111953,0,0.388916,-0.111953,0
"2413",24.12,"m1",1,-0.270532,-0.962711,0,0.414908,-0.117559,0,0.414908,-0.117559,0
"2414",24.13,"m1",1,-0.266126,-0.963938,0,0.440567,-0.122718,0,0.440567,-0.122718,0
"2415",24.14,"m1",1,-0.261468,-0.965212,0,0.465871,-0.127409,0,0.465871,-0.127409,0
"2416",24.15,"m1",1,-0.25656,-0.966528,0,0.490795,-0.131615,0,0.490795,-0.131615,0
"2417",24.16,"m1",1,-0.251407,-0.967882,0,0.515314,-0.135319,0,0.515314,-0.135319,0
"2418",24.17,"m1",1,-0.246013,-0.969267,0,0.539404,-0.138508,0,0.539404,-0.138508,0
"2419",24.18,"m1",1,-0.240382,-0.970678,0,0.563039,-0.141168,0,0.563039,-0.141168,0
"2420",24.19,"m1",1,-0.23452,-0.972111,0,0.586193,-0.143291,0,0.586193,-0.143291,0
"2421",24.2,"m1",1,-0.228432,-0.97356,0,0.608841,-0.144867,0,0.608841,-0.144867,0
"2422",24.21,"m1",1,-0.222122,-0.975019,0,0.630956,-0.145891,0,0.630956,-0.145891,0
"2423",24.22,"m1",1,-0.215597,-0.976482,0,0.652513,-0.146358,0,0.652513,-0.146358,0
"2424",24.23,"m1",1,-0.208862,-0.977945,0,0.673484,-0.146266,0,0.673484,-0.146266,0
"2425",24.24,"m1",1,-0.201924,-0.979401,0,0.693843,-0.145616,0,0.693843,-0.145616,0
"2426",24.25,"m1",1,-0.194788,-0.980845,0,0.713564,-0.14441,0,0.713564,-0.14441,0
"2427",24.26,"m1",1,-0.187462,-0.982272,0,0.732622,-0.142653,0,0.732622,-0.142653,0
"2428",24.27,"m1",1,-0.179952,-0.983675,0,0.750989,-0.140352,0,0.750989,-0.140352,0
"2429",24.28,"m1",1,-0.172266,-0.985051,0,0.768641,-0.137515,0,0.768641,-0.137515,0
"2430",24.29,"m1",1,-0.16441,-0.986392,0,0.785552,-0.134154,0,0.785552,-0.134154,0
"2431",24.3,"m1",1,-0.156393,-0.987695,0,0.801699,-0.130282,0,0.801699,-0.130282,0
"2432",24.31,"m1",1,-0.148223,-0.988954,0,0.817056,-0.125914,0,0.817056,-0.125914,0
"2433",24.32,"m1",1,-0.139907,-0.990165,0,0.831602,-0.121068,0,0.831602,-0.121068,0
"2434",24.33,"m1",1,-0.131453,-0.991322,0,0.845314,-0.115764,0,0.845314,-0.115764,0
"2435",24.34,"m1",1,-0.122872,-0.992423,0,0.858171,-0.110021,0,0.858171,-0.110021,0
"2436",24.35,"m1",1,-0.11417,-0.993461,0,0.870152,-0.103864,0,0.870152,-0.103864,0
"2437",24.36,"m1",1,-0.105358,-0.994434,0,0.881239,-0.097317,0,0.881239,-0.097317,0
"2438",24.37,"m1",1,-0.096444,-0.995338,0,0.891414,-0.090407,0,0.891414,-0.090407,0
"2439",24.38,"m1",1,-0.087437,-0.99617,0,0.900661,-0.08316,0,0.900661,-0.08316,0
"2440",24.39,"m1",1,-0.078347,-0.996926,0,0.908964,-0.075607,0,0.908964,-0.075607,0
"2441",24.4,"m1",1,-0.069184,-0.997604,0,0.91631,-0.067778,0,0.91631,-0.067778,0
"2442",24.41,"m1",1,-0.059957,-0.998201,0,0.922688,-0.059704,0,0.922688,-0.059704,0
"2443",24.42,"m1",1,-0.050677,-0.998715,0,0.928086,-0.051418,0,0.928086,-0.051418,0
"2444",24.43,"m1",1,-0.041352,-0.999145,0,0.932496,-0.042954,0,0.932496,-0.042954,0
"2445",24.44,"m1",1,-0.031993,-0.999488,0,0.935912,-0.034345,0,0.935912,-0.034345,0
"2446",24.45,"m1",1,-0.022609,-0.999744,0,0.938327,-0.025627,0,0.938327,-0.025627,0
"2447",24.46,"m1",1,-0.013212,-0.999913,0,0.93974,-0.016834,0,0.93974,-0.016834,0
"2448",24.47,"m1",1,-0.00381,-0.999993,0,0.940147,-0.008002,0,0.940147,-0.008002,0
"2449",24.48,"m1",1,0.005585,-0.999984,0,0.93955,0.000834,0,0.93955,0.000834,0
"2450",24.49,"m1",1,0.014965,-0.999888,0,0.93795,0.009638,0,0.93795,0.009638,0
"2451",24.5,"m1",1,0.024318,-0.999704,0,0.935351,0.018375,0,0.935351,0.018375,0
"2452",24.51,"m1",1,0.033636,-0.999434,0,0.931759,0.027011,0,0.931759,0.027011,0
"2453",24.52,"m1",1,0.042908,-0.999079,0,0.927181,0.035511,0,0.927181,0.035511,0
"2454",24.53,"m1",1,0.052124,-0.998641,0,0.921626,0.043842,0,0.921626,0.043842,0
"2455",24.54,"m1",1,0.061275,-0.998121,0,0.915104,0.05197,0,0.915104,0.05197,0
"2456",24.55,"m1",1,0.070351,-0.997522,0,0.907629,0.059864,0,0.907629,0.059864,0
"2457",24.56,"m1",1,0.079343,-0.996847,0,0.899214,0.067494,0,0.899214,0.067494,0
"2458",24.57,"m1",1,0.088242,-0.996099,0,0.889873,0.074829,0,0.889873,0.074829,0
"2459",24.58,"m1",1,0.097038,-0.995281,0,0.879625,0.081841,0,0.879625,0.081841,0
"2460",24.59,"m1",1,0.105723,-0.994396,0,0.868487,0.088505,0,0.868487,0.088505,0
"2461",24.6,"m1",1,0.114288,-0.993448,0,0.856478,0.094793,0,0.856478,0.094793,0
"2462",24.61,"m1",1,0.122724,-0.992441,0,0.843618,0.100684,0,0.843618,0.100684,0
"2463",24.62,"m1",1,0.131023,-0.991379,0,0.82993,0.106155,0,0.82993,0.106155,0
"2464",24.63,"m1",1,0.139178,-0.990267,0,0.815436,0.111186,0,0.815436,0.111186,0
"2465",24.64,"m1",1,0.147179,-0.98911,0,0.800158,0.115759,0,0.800158,0.115759,0
"2466",24.65,"m1",1,0.155021,-0.987911,0,0.784121,0.119858,0,0.784121,0.119858,0
"2467",24.66,"m1",1,0.162694,-0.986677,0,0.76735,0.123468,0,0.76735,0.123468,0
"2468",24.67,"m1",1,0.170193,-0.985411,0,0.74987,0.126577,0,0.74987,0.126577,0
"2469",24.68,"m1",1,0.17751,-0.984119,0,0.731706,0.129176,0,0.731706,0.129176,0
"2470",24.69,"m1",1,0.184639,-0.982806,0,0.712886,0.131256,0,0.712886,0.131256,0
"2471",24.7,"m1",1,0.191573,-0.981478,0,0.693434,0.132811,0,0.693434,0.132811,0
"2472",24.71,"m1",1,0.198307,-0.98014,0,0.673379,0.133837,0,0.673379,0.133837,0
"2473",24.72,"m1",1,0.204834,-0.978797,0,0.652745,0.134332,0,0.652745,0.134332,0
"2474",24.73,"m1",1,0.21115,-0.977454,0,0.631561,0.134297,0,0.631561,0.134297,0
"2475",24.74,"m1",1,0.217248,-0.976116,0,0.609853,0.133735,0,0.609853,0.133735,0
"2476",24.75,"m1",1,0.223125,-0.97479,0,0.587647,0.132648,0,0.587647,0.132648,0
"2477",24.76,"m1",1,0.228775,-0.973479,0,0.56497,0.131044,0,0.56497,0.131044,0
"2478",24.77,"m1",1,0.234193,-0.97219,0,0.541847,0.128931,0,0.541847,0.128931,0
"2479",24.78,"m1",1,0.239376,-0.970927,0,0.518305,0.126319,0,0.518305,0.126319,0
"2480",24.79,"m1",1,0.24432,-0.969695,0,0.494369,0.12322,0,0.494369,0.12322,0
"2481",24.8,"m1",1,0.24902,-0.968498,0,0.470064,0.119648,0,0.470064,0.119648,0
"2482",24.81,"m1",1,0.253475,-0.967342,0,0.445415,0.115618,0,0.445415,0.115618,0
"2483",24.82,"m1",1,0.257679,-0.966231,0,0.420445,0.111148,0,0.420445,0.111148,0
"2484",24.83,"m1",1,0.261631,-0.965168,0,0.395179,0.106255,0,0.395179,0.106255,0
"2485",24.84,"m1",1,0.265327,-0.964158,0,0.36964,0.10096,0,0.36964,0.10096,0
"2486",24.85,"m1",1,0.268766,-0.963206,0,0.343851,0.095285,0,0.343851,0.095285,0
"2487",24.86,"m1",1,0.271944,-0.962313,0,0.317833,0.089252,0,0.317833,0.089252,0
"2488",24.87,"m1",1,0.27486,-0.961484,0,0.29161,0.082885,0,0.29161,0.082885,0
"2489",24.88,"m1",1,0.277512,-0.960722,0,0.265201,0.076209,0,0.265201,0.076209,0
"2490",24.89,"m1",1,0.279898,-0.96003,0,0.238628,0.069251,0,0.238628,0.069251,0
"2491",24.9,"m1",1,0.282018,-0.959409,0,0.211912,0.062037,0,0.211912,0.062037,0
"2492",24.91,"m1",1,0.283868,-0.958863,0,0.185073,0.054596,0,0.185073,0.054596,0
"2493",24.92,"m1",1,0.28545,-0.958394,0,0.15813,0.046956,0,0.15813,0.046956,0
"2494",24.93,"m1",1,0.286761,-0.958002,0,0.131104,0.039146,0,0.131104,0.039146,0
"2495",24.94,"m1",1,0.287801,-0.95769,0,0.104012,0.031196,0,0.104012,0.031196,0
"2496",24.95,"m1",1,0.288569,-0.957459,0,0.076875,0.023136,0,0.076875,0.023136,0
"2497",24.96,"m1",1,0.289067,-0.957309,0,0.049711,0.014996,0,0.049711,0.014996,0
"2498",24.97,"m1",1,0.289292,-0.957241,0,0.022538,0.006808,0,0.022538,0.006808,0
"2499",24.98,"m1",1,0.289246,-0.957255,0,-0.004625,-0.001397,0,-0.004625,-0.001397,0
"2500",24.99,"m1",1,0.288928,-0.957351,0,-0.031758,-0.00959,0,-0.031758,-0.00959,0
"2501",25,"m1",1,0.28834,-0.957528,0,-0.058845,-0.01774,0,-0.058845,-0.01774,0
"2502",25.01,"m1",1,0.287481,-0.957786,0,-0.085866,-0.025815,0,-0.085866,-0.025815,0
"2503",25.02,"m1",1,0.286353,-0.958124,0,-0.112803,-0.033786,0,-0.112803,-0.033786,0
"2504",25.03,"m1",1,0.284957,-0.95854,0,-0.139637,-0.041622,0,-0.139637,-0.041622,0
"2505",25.04,"m1",1,0.283293,-0.959033,0,-0.166348,-0.049295,0,-0.166348,-0.049295,0
"2506",25.05,"m1",1,0.281364,-0.959601,0,-0.192919,-0.056776,0,-0.192919,-0.056776,0
"2507",25.06,"m1",1,0.279171,-0.960241,0,-0.219328,-0.064037,0,-0.219328,-0.064037,0
"2508",25.07,"m1",1,0.276715,-0.960952,0,-0.245558,-0.071051,0,-0.245558,-0.071051,0
"2509",25.08,"m1",1,0.273999,-0.96173,0,-0.271586,-0.077791,0,-0.271586,-0.077791,0
"2510",25.09,"m1",1,0.271025,-0.962572,0,-0.297394,-0.084232,0,-0.297394,-0.084232,0
"2511",25.1,"m1",1,0.267796,-0.963476,0,-0.32296,-0.09035,0,-0.32296,-0.09035,0
"2512",25.11,"m1",1,0.264313,-0.964437,0,-0.348264,-0.096122,0,-0.348264,-0.096122,0
"2513",25.12,"m1",1,0.26058,-0.965452,0,-0.373283,-0.101526,0,-0.373283,-0.101526,0
"2514",25.13,"m1",1,0.2566,-0.966518,0,-0.397995,-0.106542,0,-0.397995,-0.106542,0
"2515",25.14,"m1",1,0.252376,-0.967629,0,-0.42238,-0.111151,0,-0.42238,-0.111151,0
"2516",25.15,"m1",1,0.247912,-0.968782,0,-0.446413,-0.115335,0,-0.446413,-0.115335,0
"2517",25.16,"m1",1,0.243212,-0.969973,0,-0.470072,-0.119078,0,-0.470072,-0.119078,0
"2518",25.17,"m1",1,0.238278,-0.971197,0,-0.493333,-0.122367,0,-0.493333,-0.122367,0
"2519",25.18,"m1",1,0.233117,-0.972449,0,-0.516174,-0.125188,0,-0.516174,-0.125188,0
"2520",25.19,"m1",1,0.227731,-0.973724,0,-0.538569,-0.127531,0,-0.538569,-0.127531,0
"2521",25.2,"m1",1,0.222126,-0.975018,0,-0.560495,-0.129387,0,-0.560495,-0.129387,0
"2522",25.21,"m1",1,0.216307,-0.976325,0,-0.581928,-0.130749,0,-0.581928,-0.130749,0
"2523",25.22,"m1",1,0.210278,-0.977642,0,-0.602842,-0.131611,0,-0.602842,-0.131611,0
"2524",25.23,"m1",1,0.204046,-0.978961,0,-0.623215,-0.13197,0,-0.623215,-0.13197,0
"2525",25.24,"m1",1,0.197616,-0.98028,0,-0.64302,-0.131825,0,-0.64302,-0.131825,0
"2526",25.25,"m1",1,0.190994,-0.981591,0,-0.662234,-0.131176,0,-0.662234,-0.131176,0
"2527",25.26,"m1",1,0.184185,-0.982892,0,-0.680833,-0.130026,0,-0.680833,-0.130026,0
"2528",25.27,"m1",1,0.177197,-0.984175,0,-0.698792,-0.128379,0,-0.698792,-0.128379,0
"2529",25.28,"m1",1,0.170036,-0.985438,0,-0.716087,-0.126243,0,-0.716087,-0.126243,0
"2530",25.29,"m1",1,0.162709,-0.986674,0,-0.732696,-0.123625,0,-0.732696,-0.123625,0
"2531",25.3,"m1",1,0.155223,-0.987879,0,-0.748596,-0.120535,0,-0.748596,-0.120535,0
"2532",25.31,"m1",1,0.147586,-0.989049,0,-0.763764,-0.116987,0,-0.763764,-0.116987,0
"2533",25.32,"m1",1,0.139804,-0.990179,0,-0.778179,-0.112994,0,-0.778179,-0.112994,0
"2534",25.33,"m1",1,0.131886,-0.991265,0,-0.791819,-0.108572,0,-0.791819,-0.108572,0
"2535",25.34,"m1",1,0.123839,-0.992302,0,-0.804665,-0.103739,0,-0.804665,-0.103739,0
"2536",25.35,"m1",1,0.115672,-0.993287,0,-0.816698,-0.098514,0,-0.816698,-0.098514,0
"2537",25.36,"m1",1,0.107393,-0.994217,0,-0.827899,-0.092918,0,-0.827899,-0.092918,0
"2538",25.37,"m1",1,0.099011,-0.995086,0,-0.838251,-0.086974,0,-0.838251,-0.086974,0
"2539",25.38,"m1",1,0.090533,-0.995893,0,-0.847739,-0.080706,0,-0.847739,-0.080706,0
"2540",25.39,"m1",1,0.08197,-0.996635,0,-0.856347,-0.074138,0,-0.856347,-0.074138,0
"2541",25.4,"m1",1,0.073329,-0.997308,0,-0.864063,-0.067298,0,-0.864063,-0.067298,0
"2542",25.41,"m1",1,0.064621,-0.99791,0,-0.870875,-0.060212,0,-0.870875,-0.060212,0
"2543",25.42,"m1",1,0.055853,-0.998439,0,-0.876771,-0.05291,0,-0.876771,-0.05291,0
"2544",25.43,"m1",1,0.047035,-0.998893,0,-0.881743,-0.045421,0,-0.881743,-0.045421,0
"2545",25.44,"m1",1,0.038178,-0.999271,0,-0.885783,-0.037775,0,-0.885783,-0.037775,0
"2546",25.45,"m1",1,0.029289,-0.999571,0,-0.888885,-0.030002,0,-0.888885,-0.030002,0
"2547",25.46,"m1",1,0.020378,-0.999792,0,-0.891045,-0.022135,0,-0.891045,-0.022135,0
"2548",25.47,"m1",1,0.011456,-0.999934,0,-0.89226,-0.014204,0,-0.89226,-0.014204,0
"2549",25.48,"m1",1,0.00253,-0.999997,0,-0.892528,-0.006242,0,-0.892528,-0.006242,0
"2550",25.49,"m1",1,-0.006388,-0.99998,0,-0.891851,0.00172,0,-0.891851,0.00172,0
"2551",25.5,"m1",1,-0.01529,-0.999883,0,-0.890229,0.00965,0,-0.890229,0.00965,0
"2552",25.51,"m1",1,-0.024167,-0.999708,0,-0.887667,0.017516,0,-0.887667,0.017516,0
"2553",25.52,"m1",1,-0.033009,-0.999455,0,-0.884171,0.025287,0,-0.884171,0.025287,0
"2554",25.53,"m1",1,-0.041806,-0.999126,0,-0.879746,0.032933,0,-0.879746,0.032933,0
"2555",25.54,"m1",1,-0.05055,-0.998722,0,-0.874402,0.040422,0,-0.874402,0.040422,0
"2556",25.55,"m1",1,-0.059232,-0.998244,0,-0.868148,0.047726,0,-0.868148,0.047726,0
"2557",25.56,"m1",1,-0.067842,-0.997696,0,-0.860995,0.054816,0,-0.860995,0.054816,0
"2558",25.57,"m1",1,-0.076371,-0.997079,0,-0.852956,0.061665,0,-0.852956,0.061665,0
"2559",25.58,"m1",1,-0.084812,-0.996397,0,-0.844046,0.068246,0,-0.844046,0.068246,0
"2560",25.59,"m1",1,-0.093155,-0.995652,0,-0.834279,0.074533,0,-0.834279,0.074533,0
"2561",25.6,"m1",1,-0.101391,-0.994847,0,-0.823673,0.080504,0,-0.823673,0.080504,0
"2562",25.61,"m1",1,-0.109514,-0.993985,0,-0.812244,0.086134,0,-0.812244,0.086134,0
"2563",25.62,"m1",1,-0.117514,-0.993071,0,-0.800012,0.091404,0,-0.800012,0.091404,0
"2564",25.63,"m1",1,-0.125384,-0.992108,0,-0.786996,0.096293,0,-0.786996,0.096293,0
"2565",25.64,"m1",1,-0.133116,-0.9911,0,-0.773217,0.100784,0,-0.773217,0.100784,0
"2566",25.65,"m1",1,-0.140703,-0.990052,0,-0.758696,0.104861,0,-0.758696,0.104861,0
"2567",25.66,"m1",1,-0.148137,-0.988967,0,-0.743455,0.108508,0,-0.743455,0.108508,0
"2568",25.67,"m1",1,-0.155413,-0.98785,0,-0.727517,0.111714,0,-0.727517,0.111714,0
"2569",25.68,"m1",1,-0.162522,-0.986705,0,-0.710906,0.114467,0,-0.710906,0.114467,0
"2570",25.69,"m1",1,-0.169458,-0.985537,0,-0.693644,0.116758,0,-0.693644,0.116758,0
"2571",25.7,"m1",1,-0.176216,-0.984352,0,-0.675756,0.118581,0,-0.675756,0.118581,0
"2572",25.71,"m1",1,-0.182788,-0.983152,0,-0.657267,0.119929,0,-0.657267,0.119929,0
"2573",25.72,"m1",1,-0.18917,-0.981944,0,-0.6382,0.1208,0,-0.6382,0.1208,0
"2574",25.73,"m1",1,-0.195356,-0.980732,0,-0.618581,0.121192,0,-0.618581,0.121192,0
"2575",25.74,"m1",1,-0.201341,-0.979521,0,-0.598434,0.121105,0,-0.598434,0.121105,0
"2576",25.75,"m1",1,-0.207118,-0.978316,0,-0.577785,0.120542,0,-0.577785,0.120542,0
"2577",25.76,"m1",1,-0.212685,-0.977121,0,-0.556658,0.119506,0,-0.556658,0.119506,0
"2578",25.77,"m1",1,-0.218036,-0.975941,0,-0.535077,0.118004,0,-0.535077,0.118004,0
"2579",25.78,"m1",1,-0.223166,-0.97478,0,-0.513067,0.116042,0,-0.513067,0.116042,0
"2580",25.79,"m1",1,-0.228073,-0.973644,0,-0.490652,0.113631,0,-0.490652,0.113631,0
"2581",25.8,"m1",1,-0.232751,-0.972536,0,-0.467856,0.110781,0,-0.467856,0.110781,0
