0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000
-0.000048, 0.000000, -0.098100
-0.000048, 0.000000, -0.098100
-0.000385, 0.000000, -0.196199
-0.000385, 0.000000, -0.196200
-0.001299, 0.000000, -0.294294
-0.001299, 0.000000, -0.294300
-0.003079, 0.000000, -0.392376
-0.003079, 0.000000, -0.392400
-0.006014, 0.000000, -0.490433
-0.006014, 0.000000, -0.490500
-0.010391, 0.000000, -0.588443
-0.010391, 0.000000, -0.588600
-0.016499, 0.000000, -0.686375
-0.016499, 0.000000, -0.686700
-0.024623, 0.000000, -0.784188
-0.024623, 0.000000, -0.784800
-0.035048, 0.000000, -0.881828
-0.035048, 0.000000, -0.882900
-0.048058, 0.000000, -0.979225
-0.048059, 0.000000, -0.980999
-0.063934, 0.000000, -1.076296
-0.063934, 0.000000, -1.079098
-0.082950, 0.000000, -1.172939
-0.082950, 0.000000, -1.177196
-0.105379, 0.000000, -1.269033
-0.105380, 0.000000, -1.275292
-0.131485, 0.000000, -1.364436
-0.131487, 0.000000, -1.373385
-0.161527, 0.000000, -1.458987
-0.161531, 0.000000, -1.471473
-0.195752, 0.000000, -1.552499
-0.195760, 0.000000, -1.569554
-0.234396, 0.000000, -1.644764
-0.234412, 0.000000, -1.667624
-0.277683, 0.000000, -1.735547
-0.277711, 0.000000, -1.765677
-0.325819, 0.000000, -1.824591
-0.325869, 0.000000, -1.863706
-0.378992, 0.000000, -1.911609
-0.379078, 0.000000, -1.961700
-0.437369, 0.000000, -1.996293
-0.437514, 0.000000, -2.059647
-0.501092, 0.000000, -2.078306
-0.501331, 0.000000, -2.157530
-0.570277, 0.000000, -2.157289
-0.570659, 0.000000, -2.255326
-0.645007, 0.000000, -2.232857
-0.645606, 0.000000, -2.353007
-0.725333, 0.000000, -2.304605
-0.726255, 0.000000, -2.450539
-0.811268, 0.000000, -2.372107
-0.812661, 0.000000, -2.547878
-0.902783, 0.000000, -2.434918
-0.904854, 0.000000, -2.644972
-0.999808, 0.000000, -2.492579
-1.002837, 0.000000, -2.741760
-1.102224, 0.000000, -2.544620
-1.106588, 0.000000, -2.838165
-1.209862, 0.000000, -2.590563
-1.216064, 0.000000, -2.934100
-1.322503, 0.000000, -2.629927
-1.331201, 0.000000, -3.029463
-1.439870, 0.000000, -2.662234
-1.451917, 0.000000, -3.124136
-1.561634, 0.000000, -2.687013
-1.578122, 0.000000, -3.217981
-1.687407, 0.000000, -2.703807
-1.709717, 0.000000, -3.310844
-1.816743, 0.000000, -2.712178
-1.846605, 0.000000, -3.402549
-1.949141, 0.000000, -2.711719
-1.988698, 0.000000, -3.492897
-2.084044, 0.000000, -2.702050
-2.135923, 0.000000, -3.581663
-2.220839, 0.000000, -2.682838
-2.288229, 0.000000, -3.668594
-2.358866, 0.000000, -2.653793
-2.445599, 0.000000, -3.753408
-2.497416, 0.000000, -2.614682
