"","time","particle","mass","x","y","z","vx","vy","vz","px","py","pz"
"1707",17.06,"m1",1,0.368736,0,-0.929534,-0.694128,0,-0.278361,-0.694128,0,-0.278361
"1708",17.07,"m1",1,0.361444,0,-0.932394,-0.729207,0,-0.285968,-0.729207,0,-0.285968
"1709",17.08,"m1",1,0.353806,0,-0.935319,-0.763839,0,-0.292516,-0.763839,0,-0.292516
"1710",17.09,"m1",1,0.345826,0,-0.938299,-0.797983,0,-0.297976,-0.797983,0,-0.297976
"1711",17.1,"m1",1,0.33751,0,-0.941322,-0.831597,0,-0.302327,-0.831597,0,-0.302327
"1712",17.11,"m1",1,0.328863,0,-0.944378,-0.864637,0,-0.305547,-0.864637,0,-0.305547
"1713",17.12,"m1",1,0.319893,0,-0.947454,-0.897058,0,-0.307624,-0.897058,0,-0.307624
"1714",17.13,"m1",1,0.310605,0,-0.950539,-0.928813,0,-0.308544,-0.928813,0,-0.308544
"1715",17.14,"m1",1,0.301006,0,-0.953622,-0.959854,0,-0.308302,-0.959854,0,-0.308302
"1716",17.15,"m1",1,0.291105,0,-0.956691,-0.990132,0,-0.306896,-0.990132,0,-0.306896
"1717",17.16,"m1",1,0.280909,0,-0.959734,-1.019597,0,-0.304329,-1.019597,0,-0.304329
"1718",17.17,"m1",1,0.270427,0,-0.962741,-1.048198,0,-0.300607,-1.048198,0,-0.300607
"1719",17.18,"m1",1,0.259668,0,-0.965698,-1.075884,0,-0.295742,-1.075884,0,-0.295742
"1720",17.19,"m1",1,0.248642,0,-0.968595,-1.102604,0,-0.289752,-1.102604,0,-0.289752
"1721",17.2,"m1",1,0.237359,0,-0.971422,-1.128308,0,-0.282657,-1.128308,0,-0.282657
"1722",17.21,"m1",1,0.225829,0,-0.974167,-1.152944,0,-0.274483,-1.152944,0,-0.274483
"1723",17.22,"m1",1,0.214065,0,-0.976819,-1.176463,0,-0.26526,-1.176463,0,-0.26526
"1724",17.23,"m1",1,0.202077,0,-0.97937,-1.198817,0,-0.255025,-1.198817,0,-0.255025
"1725",17.24,"m1",1,0.189877,0,-0.981808,-1.219956,0,-0.243816,-1.219956,0,-0.243816
"1726",17.25,"m1",1,0.177479,0,-0.984125,-1.239837,0,-0.231677,-1.239837,0,-0.231677
"1727",17.26,"m1",1,0.164895,0,-0.986311,-1.258415,0,-0.218656,-1.258415,0,-0.218656
"1728",17.27,"m1",1,0.152138,0,-0.988359,-1.275647,0,-0.204805,-1.275647,0,-0.204805
"1729",17.28,"m1",1,0.139223,0,-0.990261,-1.291496,0,-0.190179,-1.291496,0,-0.190179
"1730",17.29,"m1",1,0.126164,0,-0.992009,-1.305923,0,-0.174837,-1.305923,0,-0.174837
"1731",17.3,"m1",1,0.112975,0,-0.993598,-1.318896,0,-0.158843,-1.318896,0,-0.158843
"1732",17.31,"m1",1,0.099671,0,-0.99502,-1.330384,0,-0.14226,-1.330384,0,-0.14226
"1733",17.32,"m1",1,0.086268,0,-0.996272,-1.340359,0,-0.125157,-1.340359,0,-0.125157
"1734",17.33,"m1",1,0.07278,0,-0.997348,-1.348799,0,-0.107605,-1.348799,0,-0.107605
"1735",17.34,"m1",1,0.059223,0,-0.998245,-1.355683,0,-0.089674,-1.355683,0,-0.089674
"1736",17.35,"m1",1,0.045613,0,-0.998959,-1.360994,0,-0.07144,-1.360994,0,-0.07144
"1737",17.36,"m1",1,0.031966,0,-0.999489,-1.364722,0,-0.052978,-1.364722,0,-0.052978
"1738",17.37,"m1",1,0.018297,0,-0.999833,-1.366858,0,-0.034363,-1.366858,0,-0.034363
"1739",17.38,"m1",1,0.004623,0,-0.999989,-1.367398,0,-0.015672,-1.367398,0,-0.015672
"1740",17.39,"m1",1,-0.00904,0,-0.999959,-1.366342,0,0.003018,-1.366342,0,0.003018
"1741",17.4,"m1",1,-0.022677,0,-0.999743,-1.363695,0,0.02163,-1.363695,0,0.02163
"1742",17.41,"m1",1,-0.036272,0,-0.999342,-1.359464,0,0.040088,-1.359464,0,0.040088
"1743",17.42,"m1",1,-0.049809,0,-0.998759,-1.353663,0,0.058317,-1.353663,0,0.058317
"1744",17.43,"m1",1,-0.063272,0,-0.997996,-1.346307,0,0.076244,-1.346307,0,0.076244
"1745",17.44,"m1",1,-0.076646,0,-0.997058,-1.337417,0,0.093796,-1.337417,0,0.093796
"1746",17.45,"m1",1,-0.089916,0,-0.995949,-1.327015,0,0.110903,-1.327015,0,0.110903
"1747",17.46,"m1",1,-0.103067,0,-0.994674,-1.315131,0,0.127497,-1.315131,0,0.127497
"1748",17.47,"m1",1,-0.116085,0,-0.993239,-1.301794,0,0.143513,-1.301794,0,0.143513
"1749",17.48,"m1",1,-0.128956,0,-0.99165,-1.287037,0,0.158889,-1.287037,0,0.158889
"1750",17.49,"m1",1,-0.141665,0,-0.989915,-1.270898,0,0.173565,-1.270898,0,0.173565
"1751",17.5,"m1",1,-0.154199,0,-0.98804,-1.253415,0,0.187486,-1.253415,0,0.187486
"1752",17.51,"m1",1,-0.166545,0,-0.986034,-1.234631,0,0.200601,-1.234631,0,0.200601
"1753",17.52,"m1",1,-0.178691,0,-0.983905,-1.214588,0,0.212859,-1.214588,0,0.212859
"1754",17.53,"m1",1,-0.190624,0,-0.981663,-1.193333,0,0.224218,-1.193333,0,0.224218
"1755",17.54,"m1",1,-0.202333,0,-0.979317,-1.170912,0,0.234637,-1.170912,0,0.234637
"1756",17.55,"m1",1,-0.213807,0,-0.976876,-1.147374,0,0.244081,-1.147374,0,0.244081
"1757",17.56,"m1",1,-0.225035,0,-0.974351,-1.122769,0,0.252517,-1.122769,0,0.252517
"1758",17.57,"m1",1,-0.236006,0,-0.971752,-1.097146,0,0.259919,-1.097146,0,0.259919
"1759",17.58,"m1",1,-0.246712,0,-0.969089,-1.070556,0,0.266264,-1.070556,0,0.266264
"1760",17.59,"m1",1,-0.257142,0,-0.966374,-1.04305,0,0.271535,-1.04305,0,0.271535
"1761",17.6,"m1",1,-0.267289,0,-0.963616,-1.014679,0,0.275716,-1.014679,0,0.275716
"1762",17.61,"m1",1,-0.277144,0,-0.960828,-0.985493,0,0.2788,-0.985493,0,0.2788
"1763",17.62,"m1",1,-0.2867,0,-0.958021,-0.955543,0,0.280781,-0.955543,0,0.280781
"1764",17.63,"m1",1,-0.295948,0,-0.955204,-0.924877,0,0.281659,-0.924877,0,0.281659
"1765",17.64,"m1",1,-0.304884,0,-0.95239,-0.893543,0,0.281438,-0.893543,0,0.281438
"1766",17.65,"m1",1,-0.3135,0,-0.949588,-0.86159,0,0.280126,-0.86159,0,0.280126
"1767",17.66,"m1",1,-0.32179,0,-0.946811,-0.829061,0,0.277734,-0.829061,0,0.277734
"1768",17.67,"m1",1,-0.32975,0,-0.944068,-0.796003,0,0.274279,-0.796003,0,0.274279
"1769",17.68,"m1",1,-0.337375,0,-0.94137,-0.762458,0,0.269781,-0.762458,0,0.269781
"1770",17.69,"m1",1,-0.344659,0,-0.938728,-0.728466,0,0.264262,-0.728466,0,0.264262
"1771",17.7,"m1",1,-0.3516,0,-0.93615,-0.694067,0,0.25775,-0.694067,0,0.25775
"1772",17.71,"m1",1,-0.358193,0,-0.933648,-0.659298,0,0.250276,-0.659298,0,0.250276
"1773",17.72,"m1",1,-0.364435,0,-0.931229,-0.624196,0,0.241872,-0.624196,0,0.241872
"1774",17.73,"m1",1,-0.370323,0,-0.928903,-0.588793,0,0.232575,-0.588793,0,0.232575
"1775",17.74,"m1",1,-0.375854,0,-0.926679,-0.553122,0,0.222424,-0.553122,0,0.222424
"1776",17.75,"m1",1,-0.381026,0,-0.924564,-0.517211,0,0.211462,-0.517211,0,0.211462
"1777",17.76,"m1",1,-0.385837,0,-0.922567,-0.481089,0,0.199731,-0.481089,0,0.199731
"1778",17.77,"m1",1,-0.390285,0,-0.920694,-0.444783,0,0.18728,-0.444783,0,0.18728
"1779",17.78,"m1",1,-0.394368,0,-0.918953,-0.408315,0,0.174156,-0.408315,0,0.174156
"1780",17.79,"m1",1,-0.398085,0,-0.917348,-0.371709,0,0.160411,-0.371709,0,0.160411
"1781",17.8,"m1",1,-0.401435,0,-0.915887,-0.334986,0,0.146096,-0.334986,0,0.146096
"1782",17.81,"m1",1,-0.404417,0,-0.914575,-0.298165,0,0.131266,-0.298165,0,0.131266
"1783",17.82,"m1",1,-0.407029,0,-0.913415,-0.261264,0,0.115975,-0.261264,0,0.115975
"1784",17.83,"m1",1,-0.409272,0,-0.912412,-0.2243,0,0.100281,-0.2243,0,0.100281
"1785",17.84,"m1",1,-0.411145,0,-0.91157,-0.187288,0,0.084241,-0.187288,0,0.084241
"1786",17.85,"m1",1,-0.412648,0,-0.910891,-0.150244,0,0.067914,-0.150244,0,0.067914
"1787",17.86,"m1",1,-0.41378,0,-0.910377,-0.113181,0,0.051358,-0.113181,0,0.051358
"1788",17.87,"m1",1,-0.414541,0,-0.910031,-0.076113,0,0.034633,-0.076113,0,0.034633
"1789",17.88,"m1",1,-0.414931,0,-0.909853,-0.039052,0,0.017799,-0.039052,0,0.017799
"1790",17.89,"m1",1,-0.414951,0,-0.909844,-0.002011,0,0.000917,-0.002011,0,0.000917
"1791",17.9,"m1",1,-0.414601,0,-0.910003,0.034998,0,-0.015953,0.034998,0,-0.015953
"1792",17.91,"m1",1,-0.413882,0,-0.910331,0.071961,0,-0.032752,0.071961,0,-0.032752
"1793",17.92,"m1",1,-0.412793,0,-0.910825,0.108868,0,-0.049418,0.108868,0,-0.049418
"1794",17.93,"m1",1,-0.411336,0,-0.911484,0.145703,0,-0.065894,0.145703,0,-0.065894
"1795",17.94,"m1",1,-0.409512,0,-0.912305,0.182455,0,-0.082119,0.182455,0,-0.082119
"1796",17.95,"m1",1,-0.40732,0,-0.913285,0.219108,0,-0.098036,0.219108,0,-0.098036
"1797",17.96,"m1",1,-0.404764,0,-0.914421,0.255647,0,-0.113589,0.255647,0,-0.113589
"1798",17.97,"m1",1,-0.401843,0,-0.915708,0.292056,0,-0.12872,0.292056,0,-0.12872
"1799",17.98,"m1",1,-0.39856,0,-0.917142,0.328319,0,-0.143376,0.328319,0,-0.143376
"1800",17.99,"m1",1,-0.394916,0,-0.918717,0.364415,0,-0.157504,0.364415,0,-0.157504
"1801",18,"m1",1,-0.390913,0,-0.920428,0.400325,0,-0.171051,0.400325,0,-0.171051
"1802",18.01,"m1",1,-0.386553,0,-0.922267,0.436028,0,-0.183968,0.436028,0,-0.183968
"1803",18.02,"m1",1,-0.381838,0,-0.924229,0.4715,0,-0.196207,0.4715,0,-0.196207
"1804",18.03,"m1",1,-0.37677,0,-0.926307,0.506718,0,-0.207724,0.506718,0,-0.207724
"1805",18.04,"m1",1,-0.371354,0,-0.928491,0.541654,0,-0.218474,0.541654,0,-0.218474
"1806",18.05,"m1",1,-0.365591,0,-0.930776,0.57628,0,-0.228416,0.57628,0,-0.228416
"1807",18.06,"m1",1,-0.359485,0,-0.933151,0.610568,0,-0.237514,0.610568,0,-0.237514
"1808",18.07,"m1",1,-0.35304,0,-0.935608,0.644484,0,-0.245731,0.644484,0,-0.245731
"1809",18.08,"m1",1,-0.346261,0,-0.938138,0.677996,0,-0.253035,0.677996,0,-0.253035
"1810",18.09,"m1",1,-0.33915,0,-0.940732,0.711069,0,-0.259397,0.711069,0,-0.259397
"1811",18.1,"m1",1,-0.331713,0,-0.94338,0.743666,0,-0.264792,0.743666,0,-0.264792
"1812",18.11,"m1",1,-0.323956,0,-0.946072,0.775749,0,-0.269197,0.775749,0,-0.269197
"1813",18.12,"m1",1,-0.315883,0,-0.948798,0.807279,0,-0.272593,0.807279,0,-0.272593
"1814",18.13,"m1",1,-0.307501,0,-0.951548,0.838214,0,-0.274965,0.838214,0,-0.274965
"1815",18.14,"m1",1,-0.298816,0,-0.954311,0.868513,0,-0.276303,0.868513,0,-0.276303
"1816",18.15,"m1",1,-0.289834,0,-0.957077,0.898131,0,-0.276597,0.898131,0,-0.276597
"1817",18.16,"m1",1,-0.280564,0,-0.959835,0.927026,0,-0.275847,0.927026,0,-0.275847
"1818",18.17,"m1",1,-0.271013,0,-0.962576,0.955151,0,-0.274051,0.955151,0,-0.274051
"1819",18.18,"m1",1,-0.261188,0,-0.965288,0.982463,0,-0.271216,0.982463,0,-0.271216
"1820",18.19,"m1",1,-0.251099,0,-0.967961,1.008914,0,-0.267349,1.008914,0,-0.267349
"1821",18.2,"m1",1,-0.240754,0,-0.970586,1.034459,0,-0.262465,1.034459,0,-0.262465
"1822",18.21,"m1",1,-0.230164,0,-0.973152,1.059053,0,-0.256581,1.059053,0,-0.256581
"1823",18.22,"m1",1,-0.219337,0,-0.975649,1.082649,0,-0.249719,1.082649,0,-0.249719
"1824",18.23,"m1",1,-0.208285,0,-0.978068,1.105205,0,-0.241903,1.105205,0,-0.241903
"1825",18.24,"m1",1,-0.197018,0,-0.9804,1.126675,0,-0.233164,1.126675,0,-0.233164
"1826",18.25,"m1",1,-0.185548,0,-0.982635,1.147017,0,-0.223537,1.147017,0,-0.223537
"1827",18.26,"m1",1,-0.173886,0,-0.984766,1.166189,0,-0.213057,1.166189,0,-0.213057
"1828",18.27,"m1",1,-0.162045,0,-0.986783,1.184153,0,-0.201767,1.184153,0,-0.201767
"1829",18.28,"m1",1,-0.150036,0,-0.988681,1.200869,0,-0.189712,1.200869,0,-0.189712
"1830",18.29,"m1",1,-0.137873,0,-0.99045,1.216303,0,-0.176939,1.216303,0,-0.176939
"1831",18.3,"m1",1,-0.125569,0,-0.992085,1.230421,0,-0.1635,1.230421,0,-0.1635
"1832",18.31,"m1",1,-0.113137,0,-0.993579,1.243191,0,-0.14945,1.243191,0,-0.14945
"1833",18.32,"m1",1,-0.100591,0,-0.994928,1.254586,0,-0.134845,1.254586,0,-0.134845
"1834",18.33,"m1",1,-0.087945,0,-0.996125,1.26458,0,-0.119745,1.26458,0,-0.119745
"1835",18.34,"m1",1,-0.075214,0,-0.997167,1.273151,0,-0.104213,1.273151,0,-0.104213
"1836",18.35,"m1",1,-0.062411,0,-0.998051,1.28028,0,-0.08831,1.28028,0,-0.08831
"1837",18.36,"m1",1,-0.049551,0,-0.998772,1.285951,0,-0.072104,1.285951,0,-0.072104
"1838",18.37,"m1",1,-0.03665,0,-0.999328,1.290152,0,-0.055659,1.290152,0,-0.055659
"1839",18.38,"m1",1,-0.023721,0,-0.999719,1.292874,0,-0.039045,1.292874,0,-0.039045
"1840",18.39,"m1",1,-0.01078,0,-0.999942,1.294111,0,-0.022328,1.294111,0,-0.022328
"1841",18.4,"m1",1,0.002159,0,-0.999998,1.293864,0,-0.005578,1.293864,0,-0.005578
"1842",18.41,"m1",1,0.01508,0,-0.999886,1.292132,0,0.011138,1.292132,0,0.011138
"1843",18.42,"m1",1,0.027969,0,-0.999609,1.288922,0,0.02775,1.288922,0,0.02775
"1844",18.43,"m1",1,0.040811,0,-0.999167,1.284244,0,0.044193,1.284244,0,0.044193
"1845",18.44,"m1",1,0.053593,0,-0.998563,1.278109,0,0.060398,1.278109,0,0.060398
"1846",18.45,"m1",1,0.066298,0,-0.9978,1.270534,0,0.076301,1.270534,0,0.076301
"1847",18.46,"m1",1,0.078913,0,-0.996881,1.261539,0,0.091839,1.261539,0,0.091839
"1848",18.47,"m1",1,0.091425,0,-0.995812,1.251145,0,0.10695,1.251145,0,0.10695
"1849",18.48,"m1",1,0.103819,0,-0.994596,1.239378,0,0.121573,1.239378,0,0.121573
"1850",18.49,"m1",1,0.116081,0,-0.99324,1.226268,0,0.135653,1.226268,0,0.135653
"1851",18.5,"m1",1,0.1282,0,-0.991748,1.211844,0,0.149135,1.211844,0,0.149135
"1852",18.51,"m1",1,0.140161,0,-0.990129,1.196141,0,0.161966,1.196141,0,0.161966
"1853",18.52,"m1",1,0.151953,0,-0.988388,1.179194,0,0.1741,1.179194,0,0.1741
"1854",18.53,"m1",1,0.163563,0,-0.986533,1.161041,0,0.18549,1.161041,0,0.18549
"1855",18.54,"m1",1,0.174981,0,-0.984572,1.141721,0,0.196095,1.141721,0,0.196095
"1856",18.55,"m1",1,0.186193,0,-0.982513,1.121277,0,0.205876,1.121277,0,0.205876
"1857",18.56,"m1",1,0.197191,0,-0.980365,1.09975,0,0.2148,1.09975,0,0.2148
"1858",18.57,"m1",1,0.207963,0,-0.978137,1.077184,0,0.222836,1.077184,0,0.222836
"1859",18.58,"m1",1,0.218499,0,-0.975837,1.053624,0,0.229957,1.053624,0,0.229957
"1860",18.59,"m1",1,0.22879,0,-0.973476,1.029115,0,0.236141,1.029115,0,0.236141
"1861",18.6,"m1",1,0.238827,0,-0.971062,1.003703,0,0.241368,1.003703,0,0.241368
"1862",18.61,"m1",1,0.248601,0,-0.968606,0.977432,0,0.245624,0.977432,0,0.245624
"1863",18.62,"m1",1,0.258105,0,-0.966117,0.950349,0,0.248898,0.950349,0,0.248898
"1864",18.63,"m1",1,0.26733,0,-0.963605,0.9225,0,0.251183,0.9225,0,0.251183
"1865",18.64,"m1",1,0.276269,0,-0.96108,0.893928,0,0.252477,0.893928,0,0.252477
"1866",18.65,"m1",1,0.284916,0,-0.958552,0.864679,0,0.25278,0.864679,0,0.25278
"1867",18.66,"m1",1,0.293264,0,-0.956031,0.834796,0,0.252098,0.834796,0,0.252098
"1868",18.67,"m1",1,0.301307,0,-0.953527,0.804322,0,0.250438,0.804322,0,0.250438
"1869",18.68,"m1",1,0.30904,0,-0.951049,0.773297,0,0.247814,0.773297,0,0.247814
"1870",18.69,"m1",1,0.316458,0,-0.948607,0.741763,0,0.24424,0.741763,0,0.24424
"1871",18.7,"m1",1,0.323555,0,-0.946209,0.709758,0,0.239736,0.709758,0,0.239736
"1872",18.71,"m1",1,0.330329,0,-0.943866,0.67732,0,0.234323,0.67732,0,0.234323
"1873",18.72,"m1",1,0.336773,0,-0.941586,0.644484,0,0.228029,0.644484,0,0.228029
"1874",18.73,"m1",1,0.342886,0,-0.939377,0.611286,0,0.22088,0.611286,0,0.22088
"1875",18.74,"m1",1,0.348664,0,-0.937248,0.577757,0,0.212908,0.577757,0,0.212908
"1876",18.75,"m1",1,0.354103,0,-0.935206,0.54393,0,0.204147,0.54393,0,0.204147
"1877",18.76,"m1",1,0.359202,0,-0.93326,0.509834,0,0.194634,0.509834,0,0.194634
"1878",18.77,"m1",1,0.363957,0,-0.931416,0.475497,0,0.184407,0.475497,0,0.184407
"1879",18.78,"m1",1,0.368366,0,-0.929681,0.440946,0,0.173508,0.440946,0,0.173508
"1880",18.79,"m1",1,0.372428,0,-0.928061,0.406205,0,0.161979,0.406205,0,0.161979
"1881",18.8,"m1",1,0.376141,0,-0.926562,0.371299,0,0.149865,0.371299,0,0.149865
"1882",18.81,"m1",1,0.379503,0,-0.92519,0.336249,0,0.137213,0.336249,0,0.137213
"1883",18.82,"m1",1,0.382514,0,-0.92395,0.301076,0,0.124071,0.301076,0,0.124071
"1884",18.83,"m1",1,0.385172,0,-0.922845,0.2658,0,0.11049,0.2658,0,0.11049
"1885",18.84,"m1",1,0.387477,0,-0.92188,0.23044,0,0.096518,0.23044,0,0.096518
"1886",18.85,"m1",1,0.389427,0,-0.921057,0.195013,0,0.082209,0.195013,0,0.082209
"1887",18.86,"m1",1,0.391022,0,-0.920381,0.159536,0,0.067615,0.159536,0,0.067615
"1888",18.87,"m1",1,0.392262,0,-0.919853,0.124024,0,0.05279,0.124024,0,0.05279
"1889",18.88,"m1",1,0.393147,0,-0.919475,0.088493,0,0.037787,0.088493,0,0.037787
"1890",18.89,"m1",1,0.393677,0,-0.919249,0.052959,0,0.022662,0.052959,0,0.022662
"1891",18.9,"m1",1,0.393851,0,-0.919174,0.017435,0,0.007468,0.017435,0,0.007468
"1892",18.91,"m1",1,0.393671,0,-0.919252,-0.018065,0,-0.007738,-0.018065,0,-0.007738
"1893",18.92,"m1",1,0.393135,0,-0.919481,-0.053524,0,-0.022903,-0.053524,0,-0.022903
"1894",18.93,"m1",1,0.392246,0,-0.91986,-0.08893,0,-0.037972,-0.08893,0,-0.037972
"1895",18.94,"m1",1,0.391003,0,-0.920389,-0.124268,0,-0.052891,-0.124268,0,-0.052891
"1896",18.95,"m1",1,0.389408,0,-0.921065,-0.159522,0,-0.067606,-0.159522,0,-0.067606
"1897",18.96,"m1",1,0.387461,0,-0.921886,-0.194676,0,-0.082063,-0.194676,0,-0.082063
"1898",18.97,"m1",1,0.385164,0,-0.922848,-0.229715,0,-0.096211,-0.229715,0,-0.096211
"1899",18.98,"m1",1,0.382518,0,-0.923948,-0.26462,0,-0.109998,-0.26462,0,-0.109998
"1900",18.99,"m1",1,0.379524,0,-0.925182,-0.299375,0,-0.123375,-0.299375,0,-0.123375
"1901",19,"m1",1,0.376185,0,-0.926545,-0.33396,0,-0.136293,-0.33396,0,-0.136293
"1902",19.01,"m1",1,0.372501,0,-0.928032,-0.368355,0,-0.148703,-0.368355,0,-0.148703
"1903",19.02,"m1",1,0.368476,0,-0.929637,-0.402538,0,-0.160562,-0.402538,0,-0.160562
"1904",19.03,"m1",1,0.364111,0,-0.931356,-0.436486,0,-0.171825,-0.436486,0,-0.171825
"1905",19.04,"m1",1,0.359409,0,-0.93318,-0.470177,0,-0.182449,-0.470177,0,-0.182449
"1906",19.05,"m1",1,0.354373,0,-0.935104,-0.503584,0,-0.192396,-0.503584,0,-0.192396
"1907",19.06,"m1",1,0.349006,0,-0.93712,-0.536681,0,-0.201627,-0.536681,0,-0.201627
"1908",19.07,"m1",1,0.343312,0,-0.939221,-0.56944,0,-0.210108,-0.56944,0,-0.210108
"1909",19.08,"m1",1,0.337294,0,-0.941399,-0.60183,0,-0.217805,-0.60183,0,-0.217805
"1910",19.09,"m1",1,0.330956,0,-0.943646,-0.633821,0,-0.22469,-0.633821,0,-0.22469
"1911",19.1,"m1",1,0.324302,0,-0.945954,-0.66538,0,-0.230734,-0.66538,0,-0.230734
"1912",19.11,"m1",1,0.317337,0,-0.948313,-0.696474,0,-0.235915,-0.696474,0,-0.235915
"1913",19.12,"m1",1,0.310066,0,-0.950715,-0.727068,0,-0.24021,-0.727068,0,-0.24021
"1914",19.13,"m1",1,0.302495,0,-0.953151,-0.757125,0,-0.243602,-0.757125,0,-0.243602
"1915",19.14,"m1",1,0.294629,0,-0.955612,-0.786607,0,-0.246077,-0.786607,0,-0.246077
"1916",19.15,"m1",1,0.286474,0,-0.958088,-0.815477,0,-0.247623,-0.815477,0,-0.247623
"1917",19.16,"m1",1,0.278037,0,-0.96057,-0.843696,0,-0.248234,-0.843696,0,-0.248234
"1918",19.17,"m1",1,0.269325,0,-0.963049,-0.871222,0,-0.247905,-0.871222,0,-0.247905
"1919",19.18,"m1",1,0.260345,0,-0.965516,-0.898017,0,-0.246635,-0.898017,0,-0.246635
"1920",19.19,"m1",1,0.251105,0,-0.96796,-0.924038,0,-0.24443,-0.924038,0,-0.24443
"1921",19.2,"m1",1,0.241612,0,-0.970373,-0.949244,0,-0.241294,-0.949244,0,-0.241294
"1922",19.21,"m1",1,0.231876,0,-0.972745,-0.973595,0,-0.23724,-0.973595,0,-0.23724
"1923",19.22,"m1",1,0.221906,0,-0.975068,-0.997049,0,-0.232282,-0.997049,0,-0.232282
"1924",19.23,"m1",1,0.21171,0,-0.977333,-1.019565,0,-0.226439,-1.019565,0,-0.226439
"1925",19.24,"m1",1,0.201299,0,-0.97953,-1.041103,0,-0.219732,-1.041103,0,-0.219732
"1926",19.25,"m1",1,0.190683,0,-0.981652,-1.061625,0,-0.212187,-1.061625,0,-0.212187
"1927",19.26,"m1",1,0.179872,0,-0.98369,-1.08109,0,-0.203834,-1.08109,0,-0.203834
"1928",19.27,"m1",1,0.168877,0,-0.985637,-1.099463,0,-0.194704,-1.099463,0,-0.194704
"1929",19.28,"m1",1,0.15771,0,-0.987485,-1.116706,0,-0.184835,-1.116706,0,-0.184835
"1930",19.29,"m1",1,0.146382,0,-0.989228,-1.132787,0,-0.174265,-1.132787,0,-0.174265
"1931",19.3,"m1",1,0.134906,0,-0.990858,-1.147672,0,-0.163036,-1.147672,0,-0.163036
"1932",19.31,"m1",1,0.123292,0,-0.99237,-1.161331,0,-0.151194,-1.161331,0,-0.151194
"1933",19.32,"m1",1,0.111555,0,-0.993758,-1.173736,0,-0.138787,-1.173736,0,-0.138787
"1934",19.33,"m1",1,0.099706,0,-0.995017,-1.184861,0,-0.125864,-1.184861,0,-0.125864
"1935",19.34,"m1",1,0.087759,0,-0.996142,-1.194683,0,-0.112478,-1.194683,0,-0.112478
"1936",19.35,"m1",1,0.075728,0,-0.997129,-1.203181,0,-0.098684,-1.203181,0,-0.098684
"1937",19.36,"m1",1,0.063624,0,-0.997974,-1.210337,0,-0.084538,-1.210337,0,-0.084538
"1938",19.37,"m1",1,0.051463,0,-0.998675,-1.216136,0,-0.070098,-1.216136,0,-0.070098
"1939",19.38,"m1",1,0.039257,0,-0.999229,-1.220567,0,-0.055423,-1.220567,0,-0.055423
"1940",19.39,"m1",1,0.027021,0,-0.999635,-1.22362,0,-0.040573,-1.22362,0,-0.040573
"1941",19.4,"m1",1,0.014768,0,-0.999891,-1.22529,0,-0.025608,-1.22529,0,-0.025608
"1942",19.41,"m1",1,0.002512,0,-0.999997,-1.225574,0,-0.01059,-1.225574,0,-0.01059
"1943",19.42,"m1",1,-0.009732,0,-0.999953,-1.224473,0,0.00442,-1.224473,0,0.00442
"1944",19.43,"m1",1,-0.021952,0,-0.999759,-1.221991,0,0.019362,-1.221991,0,0.019362
"1945",19.44,"m1",1,-0.034134,0,-0.999417,-1.218135,0,0.034174,-1.218135,0,0.034174
"1946",19.45,"m1",1,-0.046263,0,-0.998929,-1.212914,0,0.048797,-1.212914,0,0.048797
"1947",19.46,"m1",1,-0.058326,0,-0.998298,-1.206343,0,0.063173,-1.206343,0,0.063173
"1948",19.47,"m1",1,-0.070311,0,-0.997525,-1.198437,0,0.077243,-1.198437,0,0.077243
"1949",19.48,"m1",1,-0.082203,0,-0.996616,-1.189214,0,0.090952,-1.189214,0,0.090952
"1950",19.49,"m1",1,-0.09399,0,-0.995573,-1.178698,0,0.104246,-1.178698,0,0.104246
"1951",19.5,"m1",1,-0.105659,0,-0.994402,-1.166912,0,0.117073,-1.166912,0,0.117073
"1952",19.51,"m1",1,-0.117198,0,-0.993109,-1.153882,0,0.129383,-1.153882,0,0.129383
"1953",19.52,"m1",1,-0.128594,0,-0.991697,-1.139638,0,0.141129,-1.139638,0,0.141129
"1954",19.53,"m1",1,-0.139836,0,-0.990175,-1.124211,0,0.152266,-1.124211,0,0.152266
"1955",19.54,"m1",1,-0.150912,0,-0.988547,-1.107634,0,0.162753,-1.107634,0,0.162753
"1956",19.55,"m1",1,-0.161812,0,-0.986822,-1.089942,0,0.172551,-1.089942,0,0.172551
"1957",19.56,"m1",1,-0.172524,0,-0.985005,-1.071171,0,0.181624,-1.071171,0,0.181624
"1958",19.57,"m1",1,-0.183037,0,-0.983106,-1.051358,0,0.189939,-1.051358,0,0.189939
"1959",19.58,"m1",1,-0.193343,0,-0.981131,-1.030543,0,0.197469,-1.030543,0,0.197469
"1960",19.59,"m1",1,-0.20343,0,-0.979089,-1.008764,0,0.204186,-1.008764,0,0.204186
"1961",19.6,"m1",1,-0.213291,0,-0.976989,-0.986063,0,0.21007,-0.986063,0,0.21007
"1962",19.61,"m1",1,-0.222916,0,-0.974838,-0.96248,0,0.215101,-0.96248,0,0.215101
"1963",19.62,"m1",1,-0.232296,0,-0.972645,-0.938057,0,0.219265,-0.938057,0,0.219265
"1964",19.63,"m1",1,-0.241425,0,-0.97042,-0.912834,0,0.22255,-0.912834,0,0.22255
"1965",19.64,"m1",1,-0.250293,0,-0.96817,-0.886853,0,0.224948,-0.886853,0,0.224948
