"","time","particle","mass","x","y","z","vx","vy","vz","px","py","pz","ke","pe","te"
"2022",10.1,"m2",1,0.387905,0,-1.736331,-2.120694,0,-3.999764,-2.120694,0,-3.999764,10.247727548666,-17.03340711,-6.785679561334
"2042",10.2,"m2",1,0.076253,0,-1.990223,-3.666181,0,-1.044842,-3.666181,0,-1.044842,7.2662889648625,-19.52408763,-12.2577986651375
"2062",10.3,"m2",1,-0.266619,0,-1.89748,-2.891842,0,2.358943,-2.891842,0,2.358943,6.9636811151065,-18.6142788,-11.6505976848935
"2082",10.4,"m2",1,-0.450987,0,-1.566293,-0.999114,0,3.746055,-0.999114,0,3.746055,7.5155784240105,-15.36533433,-7.8497559059895
"2102",10.5,"m2",1,-0.47694,0,-1.201055,0.19031,0,3.416206,0.19031,0,3.416206,5.853340665268,-11.78234955,-5.929008884732
"2122",10.6,"m2",1,-0.435761,0,-0.907831,0.490119,0,2.505032,0.490119,0,2.505032,3.2577009775925,-8.90582211,-5.6481211324075
"2142",10.7,"m2",1,-0.394421,0,-0.711146,0.302564,0,1.5317,0.302564,0,1.5317,1.218824932048,-6.97634226,-5.757517327952
"2162",10.8,"m2",1,-0.386059,0,-0.608864,-0.121958,0,0.617338,-0.121958,0,0.617338,0.197989980004,-5.97295584,-5.774965859996
"2182",10.9,"m2",1,-0.428791,0,-0.594136,-0.695834,0,-0.228355,-0.695834,0,-0.228355,0.2681654807905,-5.82847416,-5.5603086792095
"2202",11,"m2",1,-0.53414,0,-0.6617,-1.348359,0,-1.042401,-1.348359,0,-1.042401,1.452335918841,-6.491277,-5.038941081159
"2222",11.1,"m2",1,-0.700312,0,-0.8131,-1.870622,0,-1.916997,-1.870622,0,-1.916997,3.5870520824465,-7.976511,-4.3894589175535
"2242",11.2,"m2",1,-0.889729,0,-1.057965,-1.768844,0,-2.88488,-1.768844,0,-2.88488,5.725670855368,-10.37863665,-4.652965794632
"2262",11.3,"m2",1,-1.00498,0,-1.387031,-0.444755,0,-3.498615,-0.444755,0,-3.498615,6.219056964125,-13.60677411,-7.387717145875
"2282",11.4,"m2",1,-0.928885,0,-1.711249,1.777692,0,-2.777692,1.777692,0,-2.777692,5.437880846864,-16.78735269,-11.349471843136
"2302",11.5,"m2",1,-0.655378,0,-1.8817,3.300169,0,-0.719949,3.300169,0,-0.719949,5.704720995581,-18.459477,-12.754756004419
"2322",11.6,"m2",1,-0.313213,0,-1.840887,3.32786,0,1.200775,3.32786,0,1.200775,6.2582563901125,-18.05910147,-11.8008450798875
"2342",11.7,"m2",1,-0.01945,0,-1.66611,2.574616,0,2.020298,2.574616,0,2.020298,5.35512577813,-16.3445391,-10.98941332187
"2362",11.8,"m2",1,0.19551,0,-1.466446,1.839825,0,1.863546,1.839825,0,1.863546,3.4288798623705,-14.38583526,-10.9569553976295
"2382",11.9,"m2",1,0.354189,0,-1.316012,1.434829,0,1.155906,1.434829,0,1.155906,1.6974264700385,-12.91007772,-11.2126512499615
"2402",12,"m2",1,0.491015,0,-1.251194,1.351344,0,0.214307,1.351344,0,0.214307,0.9360290482925,-12.27421314,-11.3381840917075
"2422",12.1,"m2",1,0.628008,0,-1.284385,1.376291,0,-0.7756,1.376291,0,-0.7756,1.2478661383405,-12.59981685,-11.3519507116595
"2442",12.2,"m2",1,0.755884,0,-1.411962,1.124324,0,-1.649717,1.124324,0,-1.649717,1.9928353185325,-13.85134722,-11.8585119014675
"2462",12.3,"m2",1,0.825605,0,-1.606103,0.246283,0,-2.077403,0.246283,0,-2.077403,2.188129270249,-15.75587043,-13.567741159751
"2482",12.4,"m2",1,0.778907,0,-1.797722,-1.062728,0,-1.640106,-1.062728,0,-1.640106,1.90966924661,-17.63565282,-15.72598357339
"2502",12.5,"m2",1,0.614019,0,-1.900978,-2.020269,0,-0.479806,-2.020269,0,-0.479806,2.1558503149985,-18.64859418,-16.4927438650015
"2522",12.6,"m2",1,0.396174,0,-1.885468,-2.200314,0,0.603069,-2.200314,0,0.603069,2.6025369586785,-18.49644108,-15.8939041213215
"2542",12.7,"m2",1,0.190896,0,-1.794833,-1.894717,0,1.047862,-1.894717,0,1.047862,2.3439836405665,-17.60731173,-15.2633280894335
"2562",12.8,"m2",1,0.023087,0,-1.695709,-1.508298,0,0.86799,-1.508298,0,0.86799,1.514184748452,-16.63490529,-15.120720541548
"2582",12.9,"m2",1,-0.110549,0,-1.63774,-1.211083,0,0.305277,-1.211083,0,0.305277,0.779958039809,-16.0662294,-15.286271360191
"2602",13,"m2",1,-0.218603,0,-1.645733,-0.974047,0,-0.399264,-0.974047,0,-0.399264,0.5540896499525,-16.14464073,-15.5905510800475
"2622",13.1,"m2",1,-0.299828,0,-1.720927,-0.654798,0,-1.005526,-0.654798,0,-1.005526,0.71992147874,-16.88229387,-16.16237239126
"2642",13.2,"m2",1,-0.338036,0,-1.838022,-0.126476,0,-1.225935,-0.126476,0,-1.225935,0.7594564014005,-18.03099582,-17.2715394185995
"2662",13.3,"m2",1,-0.315732,0,-1.944398,0.499087,0,-0.837344,0.499087,0,-0.837344,0.4751164039525,-19.07454438,-18.5994279760475
"2682",13.4,"m2",1,-0.242285,0,-1.984093,0.863115,0,-0.008007,0.863115,0,-0.008007,0.372515807637,-19.46395233,-19.091436522363
"2702",13.5,"m2",1,-0.156599,0,-1.942487,0.795513,0,0.703607,0.795513,0,0.703607,0.563951871809,-19.05579747,-18.491845598191
"2722",13.6,"m2",1,-0.092625,0,-1.85651,0.499996,0,0.9033,0.499996,0,0.9033,0.532973445008,-18.2123631,-17.679389654992
"2742",13.7,"m2",1,-0.059038,0,-1.778602,0.211776,0,0.620449,0.211776,0,0.620449,0.2149030178885,-17.44808562,-17.2331826021115
"2762",13.8,"m2",1,-0.050518,0,-1.745118,-0.011151,0,0.08075,-0.011151,0,0.08075,0.0033224536505,-17.11960758,-17.1162851263495
"2782",13.9,"m2",1,-0.063041,0,-1.768763,-0.222306,0,-0.482955,-0.222306,0,-0.482955,0.1413327448305,-17.35156503,-17.2102322851695
"2802",14,"m2",1,-0.098955,0,-1.839626,-0.479246,0,-0.84578,-0.479246,0,-0.84578,0.472510268458,-18.04673106,-17.574220791542
"2822",14.1,"m2",1,-0.162038,0,-1.925318,-0.745948,0,-0.790851,-0.745948,0,-0.790851,0.5909418614525,-18.88736958,-18.2964277185475
"2842",14.2,"m2",1,-0.24386,0,-1.978184,-0.831062,0,-0.252403,-0.831062,0,-0.252403,0.3771856611265,-19.40598504,-19.0287993788735
"2862",14.3,"m2",1,-0.314281,0,-1.962629,-0.541354,0,0.481039,-0.541354,0,0.481039,0.2622313364185,-19.25339049,-18.9911591535815
"2882",14.4,"m2",1,-0.338256,0,-1.886139,0.02646,0,0.925245,0.02646,0,0.925245,0.4283892208125,-18.50302359,-18.0746343691875
"2902",14.5,"m2",1,-0.304304,0,-1.793305,0.57453,0,0.857051,0.57453,0,0.857051,0.5323105687505,-17.59232205,-17.0600114812495
"2922",14.6,"m2",1,-0.224421,0,-1.730186,0.959289,0,0.407864,0.959289,0,0.407864,0.5432942140085,-16.97312466,-16.4298304459915
"2942",14.7,"m2",1,-0.112274,0,-1.721112,1.249358,0,-0.169169,1.249358,0,-0.169169,0.7947567813625,-16.88410872,-16.0893519386375
"2962",14.8,"m2",1,0.028941,0,-1.765479,1.551651,0,-0.634784,1.551651,0,-0.634784,1.4052857762285,-17.31934899,-15.9140632137715
"2982",14.9,"m2",1,0.201998,0,-1.840092,1.872908,0,-0.773483,1.872908,0,-0.773483,2.0530301638765,-18.05130252,-15.9982723561235
"3002",15,"m2",1,0.401591,0,-1.902782,2.056101,0,-0.430431,2.056101,0,-0.430431,2.206411083981,-18.66629142,-16.459880336019
"3022",15.1,"m2",1,0.598848,0,-1.906177,1.822207,0,0.331406,1.822207,0,0.331406,1.7151341438425,-18.69959637,-16.9844622261575
"3042",15.2,"m2",1,0.742012,0,-1.828425,1.039874,0,1.101691,1.039874,0,1.101691,1.1475304976785,-17.93684925,-16.7893187523215
"3062",15.3,"m2",1,0.789052,0,-1.697207,0.005287,0,1.389716,0.005287,0,1.389716,0.9656692565125,-16.64960067,-15.6839314134875
"3082",15.4,"m2",1,0.741555,0,-1.571183,-0.811347,0,1.076004,-0.811347,0,1.076004,0.9080342812125,-15.41330523,-14.5052709487875
"3102",15.5,"m2",1,0.633297,0,-1.499745,-1.257682,0,0.382982,-1.257682,0,0.382982,0.864219612724,-14.71249845,-13.848278837276
"3122",15.6,"m2",1,0.492288,0,-1.505837,-1.530611,0,-0.423674,-1.530611,0,-0.423674,1.2611348457985,-14.77226097,-13.5111261242015
"3142",15.7,"m2",1,0.320767,0,-1.588006,-1.894176,0,-1.111173,-1.894176,0,-1.111173,2.4113040774525,-15.57833886,-13.1670347825475
"3162",15.8,"m2",1,0.101976,0,-1.720309,-2.453259,0,-1.417786,-2.453259,0,-1.417786,4.0142984314385,-16.87623129,-12.8619328585615
"3182",15.9,"m2",1,-0.176748,0,-1.849644,-3.036634,0,-1.080755,-3.036634,0,-1.080755,5.1945887099905,-18.14500764,-12.9504189300095
"3202",16,"m2",1,-0.49505,0,-1.905482,-3.199838,0,-0.041593,-3.199838,0,-0.041593,5.1203466019465,-18.69277842,-13.5724318180535
"3222",16.1,"m2",1,-0.78492,0,-1.836144,-2.5126,0,1.281491,-2.5126,0,1.281491,3.9776889715405,-18.01257264,-14.0348836684595
"3242",16.2,"m2",1,-0.962181,0,-1.654908,-1.106148,0,2.124247,-1.106148,0,2.124247,2.8679943574565,-16.23464748,-13.3666531225435
"3262",16.3,"m2",1,-0.993128,0,-1.437908,0.279387,0,2.079301,0.279387,0,2.079301,2.200774872185,-14.10587748,-11.905102607815
"3282",16.4,"m2",1,-0.916665,0,-1.264407,1.056451,0,1.390444,1.056451,0,1.390444,1.5247116162685,-12.40383267,-10.8791210537315
"3302",16.5,"m2",1,-0.797064,0,-1.175943,1.245791,0,0.454069,1.245791,0,0.454069,0.879086936221,-11.53600083,-10.656913893779
"3322",16.6,"m2",1,-0.674126,0,-1.184827,1.213528,0,-0.533689,1.213528,0,-0.533689,0.8787370777525,-11.62315287,-10.7444157922475
"3342",16.7,"m2",1,-0.54852,0,-1.290775,1.337281,0,-1.471739,1.337281,0,-1.471739,1.977168078541,-12.66250275,-10.685334671459
"3362",16.8,"m2",1,-0.389993,0,-1.479053,1.854969,0,-2.157459,1.854969,0,-2.157459,4.047769663821,-14.50950993,-10.461740266179
"3382",16.9,"m2",1,-0.157507,0,-1.705207,2.745834,0,-2.220824,2.745834,0,-2.220824,6.235831797266,-16.72808067,-10.492248872734
"3402",17,"m2",1,0.166169,0,-1.885384,3.574355,0,-1.29919,3.574355,0,-1.29919,7.2319541610625,-18.49561704,-11.2636628789375
"3422",17.1,"m2",1,0.532913,0,-1.922045,3.562694,0,0.471706,3.562694,0,0.471706,6.457647544036,-18.85526145,-12.397613905964
"3442",17.2,"m2",1,0.829821,0,-1.77702,2.322335,0,2.144585,2.322335,0,2.144585,4.996242337225,-17.4325662,-12.436323862775
"3462",17.3,"m2",1,0.963995,0,-1.518731,0.548375,0,2.753276,0.548375,0,2.753276,3.9406219364005,-14.89875111,-10.9581291735995
"3482",17.4,"m2",1,0.942484,0,-1.261397,-0.713634,0,2.311249,-0.713634,0,2.311249,2.9255727129785,-12.37430457,-9.4487318570215
"3502",17.5,"m2",1,0.841724,0,-1.078252,-1.13521,0,1.408976,-1.13521,0,1.408976,1.636957556338,-10.57765212,-8.940694563662
"3522",17.6,"m2",1,0.732323,0,-0.991457,-1.010447,0,0.423719,-1.010447,0,0.423719,0.600270465385,-9.72619317,-9.125922704615
"3542",17.7,"m2",1,0.646125,0,-1.003556,-0.746429,0,-0.568093,-0.746429,0,-0.568093,0.439942954345,-9.84488436,-9.404941405655
"3562",17.8,"m2",1,0.578544,0,-1.114988,-0.665507,0,-1.556256,-0.665507,0,-1.556256,1.4324161522925,-10.93803228,-9.5056161277075
"3582",17.9,"m2",1,0.4975,0,-1.319967,-1.005845,0,-2.415065,-1.005845,0,-2.415065,3.422131559125,-12.94887627,-9.526744710875
"3602",18,"m2",1,0.353261,0,-1.588414,-1.874019,0,-2.795053,-1.874019,0,-2.795053,5.662134242585,-15.58234134,-9.920207097415
"3622",18.1,"m2",1,0.103089,0,-1.843906,-3.006169,0,-2.173632,-3.006169,0,-2.173632,6.8808640639925,-18.08871786,-11.2078537960075
"3642",18.2,"m2",1,-0.237191,0,-1.97058,-3.562871,0,-0.384601,-3.562871,0,-0.384601,6.420983845921,-19.3313898,-12.910405954079
"3662",18.3,"m2",1,-0.562317,0,-1.891669,-2.79346,0,1.681185,-2.79346,0,1.681185,5.3149008879125,-18.55727289,-13.2423720020875
"3682",18.4,"m2",1,-0.754549,0,-1.653752,-1.173006,0,2.745355,-1.173006,0,2.745355,4.4564585760305,-16.22330712,-11.7668485439695
"3702",18.5,"m2",1,-0.793161,0,-1.380456,0.150189,0,2.575377,0.150189,0,2.575377,3.327561713925,-13.54227336,-10.214711646075
"3722",18.6,"m2",1,-0.742217,0,-1.164845,0.690929,0,1.762581,0.690929,0,1.762581,1.792037332301,-11.42712945,-9.635092117699
"3742",18.7,"m2",1,-0.671826,0,-1.042205,0.656167,0,0.780066,0.656167,0,0.780066,0.5195290481225,-10.22403105,-9.7045020018775
"3762",18.8,"m2",1,-0.619549,0,-1.019308,0.405303,0,-0.222741,0.405303,0,-0.222741,0.106942037445,-9.99941148,-9.892469442555
"3782",18.9,"m2",1,-0.590241,0,-1.09683,0.232031,0,-1.22532,0.232031,0,-1.22532,0.7776237436805,-10.7599023,-9.9822785563195
"3802",19,"m2",1,-0.56229,0,-1.271892,0.385198,0,-2.157208,0.385198,0,-2.157208,2.400961927234,-12.47726052,-10.076298592766
"3822",19.1,"m2",1,-0.490996,0,-1.524996,1.068693,0,-2.753239,1.068693,0,-2.753239,4.361214859685,-14.96021076,-10.598995900315
"3842",19.2,"m2",1,-0.323078,0,-1.795676,2.215953,0,-2.498553,2.215953,0,-2.498553,5.576607396009,-17.61558156,-12.038974163991
"3862",19.3,"m2",1,-0.044467,0,-1.97464,3.140965,0,-1.042392,3.140965,0,-1.042392,5.4761211064445,-19.3712184,-13.8950972935555
"3882",19.4,"m2",1,0.270228,0,-1.96671,2.955224,0,0.983352,2.955224,0,0.983352,4.85016502304,-19.2934251,-14.44326007696
"3902",19.5,"m2",1,0.505369,0,-1.786011,1.776787,0,2.304308,1.776787,0,2.304308,4.2334037011165,-17.52076791,-13.2873642088835
"3922",19.6,"m2",1,0.613529,0,-1.539455,0.574444,0,2.43822,0.574444,0,2.43822,3.137451338768,-15.10205355,-11.964602211232
"3942",19.7,"m2",1,0.63053,0,-1.326738,-0.068882,0,1.799212,-0.068882,0,1.799212,1.620954275434,-13.01529978,-11.394345504566
"3962",19.8,"m2",1,0.613131,0,-1.197039,-0.202826,0,0.864949,-0.202826,0,0.864949,0.3946375794385,-11.74295259,-11.3483150105615
"3982",19.9,"m2",1,0.597634,0,-1.165691,-0.102111,0,-0.140894,-0.102111,0,-0.140894,0.0151388877785,-11.43542871,-11.4202898222215
