"","x1","x2","y1","y2","z1","z2","E","t","t_sub"
"303",6.877e-05,0.93129596,0.00236957,-0.25320464,0,0,-0.00178849,3.02,61
"304",6.509e-05,0.93497395,0.00237017,-0.24679953,0,0,-0.00178646,3.03,61
"305",6.15e-05,0.93856073,0.00237054,-0.24016556,0,0,-0.00178458,3.04,61
"306",5.802e-05,0.9420355,0.00237108,-0.23370781,0,0,-0.00178267,3.05,62
"307",5.464e-05,0.94541375,0.00237139,-0.22702007,0,0,-0.00178091,3.06,62
"308",5.137e-05,0.94868603,0.00237188,-0.22051308,0,0,-0.00177912,3.07,62
"309",4.819e-05,0.95185641,0.00237215,-0.213775,0,0,-0.00177749,3.08,62
"310",4.512e-05,0.9549269,0.00237259,-0.2072221,0,0,-0.00177582,3.09,62
"311",4.215e-05,0.95789003,0.00237281,-0.20043705,0,0,-0.00177432,3.1,63
"312",3.928e-05,0.96075938,0.00237321,-0.19384148,0,0,-0.00177276,3.11,63
"313",3.652e-05,0.96351583,0.00237339,-0.18701274,0,0,-0.00177138,3.12,63
"314",3.385e-05,0.96618466,0.00237375,-0.1803777,0,0,-0.00176993,3.13,63
"315",3.13e-05,0.96873497,0.00237388,-0.1735085,0,0,-0.00176866,3.14,63
"316",2.882e-05,0.97120384,0.00237421,-0.16683709,0,0,-0.00176733,3.15,64
"317",2.648e-05,0.97354848,0.0023743,-0.15993062,0,0,-0.00176618,3.16,64
"318",2.421e-05,0.97581793,0.0023746,-0.15322591,0,0,-0.00176495,3.17,64
"319",2.206e-05,0.97795735,0.00237466,-0.14628527,0,0,-0.00176392,3.18,64
"320",1.999e-05,0.98002786,0.00237493,-0.13955028,0,0,-0.0017628,3.19,64
"321",1.806e-05,0.98196246,0.00237495,-0.13257854,0,0,-0.00176188,3.2,65
"322",1.618e-05,0.98383448,0.00237519,-0.12581624,0,0,-0.00176086,3.21,65
"323",1.445e-05,0.98556462,0.00237519,-0.11881643,0,0,-0.00176005,3.22,65
"324",1.277e-05,0.98723854,0.00237541,-0.11202975,0,0,-0.00175914,3.23,65
"325",1.125e-05,0.98876452,0.00237538,-0.10500486,0,0,-0.00175844,3.24,65
"326",9.77e-06,0.99024071,0.00237557,-0.09819669,0,0,-0.00175763,3.25,66
"327",8.45e-06,0.99156281,0.00237553,-0.09114967,0,0,-0.00175705,3.26,66
"328",7.17e-06,0.99284159,0.0023757,-0.08432287,0,0,-0.00175633,3.27,66
"329",6.05e-06,0.99396003,0.00237563,-0.07725666,0,0,-0.00175586,3.28,66
"330",4.96e-06,0.99504167,0.00237579,-0.07041405,0,0,-0.00175524,3.29,66
"331",4.05e-06,0.99595663,0.00237571,-0.06333154,0,0,-0.00175488,3.3,67
"332",3.16e-06,0.99684137,0.00237585,-0.05647594,0,0,-0.00175436,3.31,67
"333",2.45e-06,0.997553,0.00237576,-0.04938003,0,0,-0.0017541,3.32,67
"334",1.76e-06,0.99824102,0.00237589,-0.04251421,0,0,-0.00175368,3.33,67
"335",1.25e-06,0.99874942,0.00237578,-0.03540776,0,0,-0.00175353,3.34,67
"336",7.6e-07,0.99924088,0.00237591,-0.0285345,0,0,-0.00175321,3.35,68
"337",4.5e-07,0.99954609,0.0023758,-0.02142037,0,0,-0.00175317,3.36,68
"338",1.6e-07,0.9998411,0.00237592,-0.01454243,0,0,-0.00175294,3.37,68
"339",6e-08,0.99994314,0.0023758,-0.00742346,0,0,-0.00175301,3.38,68
"340",-4e-08,1.00004177,0.00237592,-0.0005436,0,0,-0.00175288,3.39,68
"341",6e-08,0.9999406,0.0023758,0.00657736,0,0,-0.00175305,3.4,69
"342",1.6e-07,0.99984288,0.00237592,0.01345639,0,0,-0.00175302,3.41,69
"343",4.6e-07,0.99953843,0.0023758,0.0205765,0,0,-0.0017533,3.42,69
"344",7.6e-07,0.99924433,0.00237592,0.02745196,0,0,-0.00175336,3.43,69
"345",1.26e-06,0.99873648,0.00237581,0.03456836,0,0,-0.00175375,3.44,69
"346",1.76e-06,0.99824596,0.00237594,0.04143749,0,0,-0.00175391,3.45,70
"347",2.47e-06,0.99753455,0.00237583,0.04854733,0,0,-0.00175441,3.46,70
"348",3.16e-06,0.9968475,0.00237597,0.05540737,0,0,-0.00175467,3.47,70
"349",4.07e-06,0.99593232,0.00237587,0.06250777,0,0,-0.00175527,3.48,70
"350",4.96e-06,0.99504861,0.00237602,0.06935594,0,0,-0.00175562,3.49,70
"351",6.08e-06,0.99392941,0.00237593,0.07644402,0,0,-0.00175634,3.5,71
"352",7.16e-06,0.99284885,0.0023761,0.08327753,0,0,-0.00175679,3.51,71
"353",8.48e-06,0.99152535,0.00237603,0.09035038,0,0,-0.00175762,3.52,71
"354",9.76e-06,0.99024772,0.00237621,0.09716642,0,0,-0.00175817,3.53,71
"355",1.129e-05,0.98871957,0.00237616,0.10422109,0,0,-0.00175911,3.54,71
"356",1.277e-05,0.9872446,0.00237636,0.11101683,0,0,-0.00175976,3.55,72
"357",1.45e-05,0.98551144,0.00237633,0.11805036,0,0,-0.00176081,3.56,72
"358",1.618e-05,0.98383882,0.00237655,0.12482292,0,0,-0.00176156,3.57,72
"359",1.812e-05,0.98190021,0.00237654,0.13183231,0,0,-0.00176272,3.58,72
"360",1.999e-05,0.9800296,0.0023768,0.1385788,0,0,-0.00176358,3.59,72
"361",2.214e-05,0.97788508,0.00237682,0.14556101,0,0,-0.00176486,3.6,73
"362",2.421e-05,0.97581608,0.0023771,0.15227849,0,0,-0.00176582,3.61,73
"363",2.656e-05,0.97346514,0.00237715,0.15923043,0,0,-0.00176721,3.62,73
"364",2.883e-05,0.97119732,0.00237746,0.16591593,0,0,-0.00176828,3.63,73
"365",3.139e-05,0.9686394,0.00237754,0.17283447,0,0,-0.00176979,3.64,73
"366",3.386e-05,0.96617228,0.00237789,0.17948496,0,0,-0.00177096,3.65,74
"367",3.663e-05,0.96340679,0.00237801,0.18636691,0,0,-0.0017726,3.66,74
"368",3.93e-05,0.96073985,0.0023784,0.1929793,0,0,-0.00177388,3.67,74
"369",4.228e-05,0.95776614,0.00237856,0.19982141,0,0,-0.00177564,3.68,74
"370",4.515e-05,0.95489881,0.00237899,0.20639258,0,0,-0.00177703,3.69,74
"371",4.833e-05,0.9517162,0.00237919,0.21319154,0,0,-0.00177892,3.7,75
"372",5.14e-05,0.94864789,0.00237966,0.21971828,0,0,-0.00178042,3.71,75
"373",5.48e-05,0.94525564,0.00237991,0.22647071,0,0,-0.00178244,3.72,75
"374",5.807e-05,0.94198568,0.00238043,0.23294975,0,0,-0.00178406,3.73,75
"375",6.168e-05,0.93838302,0.00238073,0.23965218,0,0,-0.00178621,3.74,75
"376",6.515e-05,0.93491073,0.0023813,0.24608019,0,0,-0.00178795,3.75,76
"377",6.897e-05,0.93109683,0.00238165,0.25272908,0,0,-0.00179024,3.76,76
"378",7.265e-05,0.92742148,0.00238228,0.25910262,0,0,-0.0017921,3.77,76
"379",7.668e-05,0.92339548,0.00238269,0.26569434,0,0,-0.00179452,3.78,76
"380",8.056e-05,0.91951629,0.00238337,0.27200991,0,0,-0.00179651,3.79,76
"381",8.481e-05,0.91527727,0.00238384,0.27854073,0,0,-0.00179908,3.8,77
"382",8.89e-05,0.91119342,0.00238459,0.28479471,0,0,-0.00180119,3.81,77
"383",9.335e-05,0.90674042,0.00238512,0.29126079,0,0,-0.00180391,3.82,77
"384",9.765e-05,0.90245105,0.00238594,0.29744949,0,0,-0.00180615,3.83,77
"385",0.00010232,0.89778309,0.00238654,0.30384687,0,0,-0.00180902,3.84,77
"386",0.00010682,0.89328729,0.00238742,0.30996647,0,0,-0.00181139,3.85,78
"387",0.00011171,0.8884033,0.0023881,0.31629109,0,0,-0.00181442,3.86,78
"388",0.00011642,0.88370013,0.00238905,0.32233765,0,0,-0.00181694,3.87,78
"389",0.00012152,0.87859904,0.0023898,0.32858531,0,0,-0.00182013,3.88,78
"390",0.00012644,0.8736875,0.00239084,0.33455476,0,0,-0.00182279,3.89,78
"391",0.00013176,0.86836818,0.00239167,0.34072112,0,0,-0.00182615,3.9,79
"392",0.00013689,0.86324725,0.00239278,0.34660928,0,0,-0.00182895,3.91,79
"393",0.00014243,0.85770852,0.0023937,0.35268984,0,0,-0.00183249,3.92,79
"394",0.00014777,0.85237712,0.0023949,0.35849235,0,0,-0.00183545,3.93,79
"395",0.00015354,0.84661776,0.00239591,0.36448247,0,0,-0.00183916,3.94,79
"396",0.00015908,0.84107479,0.0023972,0.37019484,0,0,-0.00184228,3.95,80
"397",0.00016507,0.83509356,0.00239831,0.37608968,0,0,-0.00184618,3.96,80
"398",0.00017083,0.82933787,0.00239969,0.38170724,0,0,-0.00184947,3.97,80
"399",0.00017704,0.82313346,0.0024009,0.3875018,0,0,-0.00185356,3.98,80
"400",0.00018302,0.81716386,0.00240238,0.3930197,0,0,-0.00185702,3.99,80
"401",0.00018945,0.81073495,0.00240369,0.39870876,0,0,-0.00186132,4,81
"402",0.00019565,0.80455023,0.00240528,0.40412196,0,0,-0.00186495,4.01,81
"403",0.00020231,0.79789545,0.00240671,0.40970011,0,0,-0.00186946,4.02,81
"404",0.00020871,0.79149435,0.00240841,0.41500335,0,0,-0.00187328,4.03,81
"405",0.0002156,0.7846123,0.00240995,0.42046494,0,0,-0.00187801,4.04,81
"406",0.00022223,0.77799355,0.00241176,0.42565275,0,0,-0.00188203,4.05,82
"407",0.00022935,0.7708828,0.00241342,0.43099188,0,0,-0.00188699,4.06,82
"408",0.00023619,0.76404508,0.00241536,0.43605854,0,0,-0.00189121,4.07,82
"409",0.00024354,0.75670418,0.00241715,0.44126905,0,0,-0.00189641,4.08,82
"410",0.0002506,0.74964616,0.00241921,0.44620859,0,0,-0.00190083,4.09,82
"411",0.00025818,0.74207363,0.00242114,0.45128404,0,0,-0.00190629,4.1,83
"412",0.00026547,0.73479396,0.00242333,0.45609021,0,0,-0.00191094,4.11,83
"413",0.00027328,0.7269883,0.0024254,0.46102385,0,0,-0.00191665,4.12,83
"414",0.0002808,0.71948562,0.00242774,0.46569011,0,0,-0.00192154,4.13,83
"415",0.00028884,0.71144533,0.00242996,0.47047486,0,0,-0.00192753,4.14,83
"416",0.00029658,0.70371826,0.00243244,0.47499433,0,0,-0.00193266,4.15,84
"417",0.00030486,0.69544184,0.00243481,0.47962278,0,0,-0.00193894,4.16,84
"418",0.00031282,0.68748901,0.00243745,0.48398826,0,0,-0.00194432,4.17,84
"419",0.00032135,0.67897494,0.00243999,0.48845259,0,0,-0.00195091,4.18,84
"420",0.00032953,0.67079498,0.00244279,0.49265648,0,0,-0.00195656,4.19,84
"421",0.0003383,0.66204177,0.0024455,0.49694848,0,0,-0.00196347,4.2,85
"422",0.00034671,0.65363334,0.00244847,0.50098281,0,0,-0.00196941,4.21,85
"423",0.00035572,0.64463953,0.00245136,0.50509383,0,0,-0.00197666,4.22,85
"424",0.00036436,0.6360013,0.0024545,0.50895017,0,0,-0.00198289,4.23,85
"425",0.00037361,0.62676547,0.00245759,0.51287108,0,0,-0.0019905,4.24,85
"426",0.00038249,0.61789616,0.00246092,0.51654054,0,0,-0.00199705,4.25,86
"427",0.00039198,0.60841692,0.0024642,0.5202617,0,0,-0.00200504,4.26,86
"428",0.00040109,0.59931533,0.00246773,0.52373491,0,0,-0.00201193,4.27,86
"429",0.00041082,0.58959139,0.00247123,0.52724611,0,0,-0.00202031,4.28,86
"430",0.00042016,0.58025636,0.00247496,0.53051313,0,0,-0.00202755,4.29,86
"431",0.00043014,0.57028652,0.00247868,0.53380359,0,0,-0.00203636,4.3,87
"432",0.00043972,0.56071702,0.00248263,0.53685388,0,0,-0.00204398,4.31,87
"433",0.00044995,0.55050019,0.00248657,0.53991216,0,0,-0.00205324,4.32,87
"434",0.00045976,0.54069531,0.00249076,0.54273457,0,0,-0.00206125,4.33,87
"435",0.00047024,0.53023054,0.00249495,0.54554851,0,0,-0.00207099,4.34,87
"436",0.00048029,0.52018953,0.00249937,0.54813118,0,0,-0.00207942,4.35,88
"437",0.00049101,0.50947608,0.00250382,0.55068788,0,0,-0.00208967,4.36,88
"438",0.0005013,0.49919837,0.00250849,0.55301821,0,0,-0.00209855,4.37,88
"439",0.00051228,0.48823572,0.00251321,0.55530392,0,0,-0.00210934,4.38,88
"440",0.0005228,0.47772099,0.00251815,0.55736849,0,0,-0.0021187,4.39,88
"441",0.00053403,0.46650889,0.00252315,0.5593686,0,0,-0.00213006,4.4,89
"442",0.00054479,0.45575709,0.00252838,0.5611531,0,0,-0.00213994,4.41,89
"443",0.00055626,0.44429564,0.00253368,0.56285199,0,0,-0.00215192,4.42,89
"444",0.00056726,0.43330709,0.0025392,0.56434116,0,0,-0.00216234,4.43,89
"445",0.00057898,0.42159676,0.00254482,0.56572218,0,0,-0.00217497,4.44,89
"446",0.00059022,0.41037219,0.00255065,0.56689971,0,0,-0.00218597,4.45,90
"447",0.00060219,0.39841396,0.00255661,0.56794505,0,0,-0.00219931,4.46,90
"448",0.00061366,0.38695459,0.00256277,0.56879349,0,0,-0.00221093,4.47,90
"449",0.00062588,0.37475002,0.00256908,0.5694841,0,0,-0.00222502,4.48,90
"450",0.00063758,0.36305768,0.00257559,0.56998478,0,0,-0.00223731,4.49,90
"451",0.00065004,0.35060902,0.00258228,0.57030024,0,0,-0.0022522,4.5,91
"452",0.00066198,0.33868624,0.00258916,0.57043315,0,0,-0.00226521,4.51,91
"453",0.00067468,0.32599657,0.00259624,0.57035159,0,0,-0.00228097,4.52,91
"454",0.00068684,0.31384676,0.00260351,0.57009525,0,0,-0.00229474,4.53,91
"455",0.00069978,0.30092013,0.00261102,0.56959319,0,0,-0.00231142,4.54,91
"456",0.00071216,0.28854773,0.00261869,0.56892458,0,0,-0.00232602,4.55,92
"457",0.00072534,0.27538939,0.00262665,0.5679768,0,0,-0.0023437,4.56,92
"458",0.00073794,0.26280003,0.00263476,0.56687117,0,0,-0.00235918,4.57,92
"459",0.00075133,0.24941664,0.00264319,0.56545062,0,0,-0.00237792,4.58,92
"460",0.00076415,0.23661742,0.00265177,0.56388138,0,0,-0.00239436,4.59,92
"461",0.00077776,0.22301732,0.0026607,0.56195896,0,0,-0.00241425,4.6,93
"462",0.00079077,0.21001708,0.00266977,0.55989756,0,0,-0.0024317,4.61,93
"463",0.00080459,0.19621061,0.00267924,0.55744204,0,0,-0.00245282,4.62,93
"464",0.0008178,0.18302026,0.00268883,0.5548578,0,0,-0.00247137,4.63,93
"465",0.00083181,0.16902014,0.00269886,0.55183564,0,0,-0.00249381,4.64,93
"466",0.00084519,0.15565307,0.00270901,0.54869562,0,0,-0.00251353,4.65,94
"467",0.00085938,0.14147488,0.00271965,0.54507084,0,0,-0.00253738,4.66,94
"468",0.00087293,0.12794742,0.00273039,0.54133976,0,0,-0.00255836,4.67,94
"469",0.00088728,0.11361015,0.00274167,0.53707384,0,0,-0.00258372,4.68,94
"470",0.00090096,0.09994215,0.00275304,0.53271395,0,0,-0.00260604,4.69,94
"471",0.00091545,0.08546882,0.002765,0.52776574,0,0,-0.00263301,4.7,95
"472",0.00092924,0.07168433,0.00277704,0.52273676,0,0,-0.00265676,4.71,95
"473",0.00094384,0.0571028,0.00278973,0.51706248,0,0,-0.00268544,4.72,95
"474",0.00095773,0.04323085,0.00280248,0.51132166,0,0,-0.00271069,4.73,95
"475",0.0009724,0.0285747,0.00281594,0.50487493,0,0,-0.00274116,4.74,95
"476",0.00098634,0.01465022,0.00282945,0.49837715,0,0,-0.002768,4.75,96
"477",0.00100104,-4.017e-05,0.00284373,0.49110923,0,0,-0.00280036,4.76,96
"478",0.00101499,-0.01397522,0.00285805,0.48380724,0,0,-0.00282884,4.77,96
"479",0.00102968,-0.02865146,0.00287321,0.47566739,0,0,-0.00286314,4.78,96
"480",0.00104359,-0.0425469,0.00288838,0.46751231,0,0,-0.00289331,4.79,96
"481",0.00105821,-0.05715119,0.00290446,0.45844842,0,0,-0.00292957,4.8,97
"482",0.00107202,-0.07094718,0.00292053,0.44939048,0,0,-0.00296144,4.81,97
"483",0.0010865,-0.08541077,0.00293759,0.43935008,0,0,-0.00299965,4.82,97
"484",0.00110014,-0.09903632,0.00295461,0.42933977,0,0,-0.00303318,4.83,97
"485",0.00111439,-0.11327785,0.0029727,0.41827143,0,0,-0.00307325,4.84,97
"486",0.00112778,-0.1266492,0.00299073,0.40726115,0,0,-0.00310833,4.85,98
"487",0.00114171,-0.14057307,0.00300989,0.39511661,0,0,-0.00315009,4.86,98
"488",0.00115475,-0.15359215,0.00302897,0.38306294,0,0,-0.00318651,4.87,98
"489",0.00116826,-0.16708692,0.00304925,0.36979987,0,0,-0.00322966,4.88,98
"490",0.00118082,-0.17964006,0.0030694,0.35666666,0,0,-0.0032671,4.89,98
"491",0.00119377,-0.19257736,0.00309084,0.34225238,0,0,-0.00331116,4.9,99
"492",0.00120574,-0.20453448,0.0031121,0.32801472,0,0,-0.00334916,4.91,99
"493",0.00121799,-0.2167686,0.0031347,0.31243086,0,0,-0.00339348,4.92,99
"494",0.00122921,-0.22798335,0.00315708,0.29707998,0,0,-0.00343137,4.93,99
"495",0.00124059,-0.23935208,0.00318085,0.28032812,0,0,-0.00347506,4.94,99
"496",0.00125091,-0.24966344,0.00320433,0.2638771,0,0,-0.00351199,4.95,100
"497",0.00126125,-0.25999074,0.00322924,0.24598509,0,0,-0.00355392,4.96,100
"498",0.0012705,-0.26922663,0.00325378,0.228475,0,0,-0.00358882,4.97,100
"499",0.00127961,-0.27832774,0.00327978,0.20950335,0,0,-0.00362763,4.98,100
"500",0.0012876,-0.28631116,0.0033053,0.19100912,0,0,-0.00365926,4.99,100
"501",0.0012953,-0.29400054,0.00333228,0.17105662,0,0,-0.00369343,5,101
"502",0.00130186,-0.3005585,0.00335867,0.15169152,0,0,-0.00372044,5.01,101
"503",0.00130797,-0.30666058,0.00338649,0.1308987,0,0,-0.00374839,5.02,101
"504",0.00131295,-0.31163548,0.0034136,0.11081601,0,0,-0.00376944,5.03,101
"505",0.00131731,-0.31599757,0.00344208,0.08936489,0,0,-0.00378969,5.04,101
"506",0.00132058,-0.31925987,0.00346971,0.0687556,0,0,-0.00380363,5.05,102
"507",0.00132309,-0.32176554,0.00349863,0.04686465,0,0,-0.003815,5.06,102
"508",0.00132455,-0.32322597,0.00352658,0.02595017,0,0,-0.00382099,5.07,102
"509",0.00132513,-0.32380659,0.00355569,0.00386418,0,0,-0.00382276,5.08,102
"510",0.00132475,-0.32342538,0.0035837,-0.01711549,0,0,-0.00382043,5.09,102
"511",0.00132339,-0.32206751,0.00361275,-0.03913989,0,0,-0.00381249,5.1,103
"512",0.00132118,-0.31985875,0.00364058,-0.05994112,0,0,-0.00380199,5.11,103
"513",0.00131792,-0.31660552,0.00366932,-0.08165178,0,0,-0.00378483,5.12,103
"514",0.00131395,-0.31263545,0.00369674,-0.10204286,0,0,-0.00376681,5.13,103
"515",0.00130889,-0.30758168,0.00372493,-0.12320777,0,0,-0.00374147,5.14,103
"516",0.00130326,-0.30196144,0.00375173,-0.14298238,0,0,-0.00371697,5.15,104
"517",0.00129654,-0.29524371,0.00377918,-0.16340189,0,0,-0.00368482,5.16,104
"518",0.00128941,-0.28811821,0.00380519,-0.18238849,0,0,-0.00365513,5.17,104
"519",0.00128118,-0.27990199,0.00383173,-0.20190257,0,0,-0.00361774,5.18,104
"520",0.00127271,-0.27143726,0.00385683,-0.21996891,0,0,-0.00358421,5.19,104
"521",0.00126317,-0.2619036,0.00388234,-0.23845944,0,0,-0.00354316,5.2,105
"522",0.00125353,-0.25227468,0.00390642,-0.25551254,0,0,-0.00350707,5.21,105
"523",0.00124285,-0.24160847,0.00393083,-0.27290132,0,0,-0.00346378,5.22,105
"524",0.00123222,-0.23098938,0.00395384,-0.28888414,0,0,-0.0034263,5.23,105
"525",0.00122059,-0.21937015,0.00397711,-0.30512811,0,0,-0.00338199,5.24,105
"526",0.00120914,-0.20792653,0.00399901,-0.32001419,0,0,-0.00334405,5.25,106
"527",0.00119672,-0.19552216,0.00402112,-0.33509934,0,0,-0.00329971,5.26,106
"528",0.00118459,-0.18340658,0.00404193,-0.34888676,0,0,-0.00326204,5.27,106
"529",0.00117154,-0.17036964,0.00406288,-0.36282169,0,0,-0.00321841,5.28,106
"530",0.00115888,-0.15771915,0.00408261,-0.37552717,0,0,-0.00318157,5.29,106
"531",0.00114533,-0.14418529,0.00410244,-0.38833722,0,0,-0.00313919,5.3,107
"532",0.00113225,-0.1311207,0.00412111,-0.39999087,0,0,-0.00310356,5.31,107
"533",0.00111833,-0.11720855,0.00413985,-0.41171303,0,0,-0.00306278,5.32,107
"534",0.00110494,-0.1038348,0.00415751,-0.422354,0,0,-0.00302861,5.33,107
"535",0.00109074,-0.08964678,0.00417521,-0.43303281,0,0,-0.00298966,5.34,107
"536",0.00107713,-0.07605404,0.0041919,-0.44270583,0,0,-0.00295709,5.35,108
"537",0.00106274,-0.06167774,0.0042086,-0.45239023,0,0,-0.00292008,5.36,108
"538",0.00104899,-0.04794282,0.00422437,-0.46114301,0,0,-0.00288919,5.37,108
"539",0.00103449,-0.03345263,0.00424012,-0.46988397,0,0,-0.00285416,5.38,108
"540",0.00102066,-0.01964054,0.00425502,-0.4777653,0,0,-0.00282495,5.39,108
"541",0.00100611,-0.00509922,0.00426988,-0.4856141,0,0,-0.00279189,5.4,109
"542",0.00099226,0.00873526,0.00428396,-0.49267245,0,0,-0.00276433,5.41,109
"543",0.0009777,0.02327492,0.00429798,-0.49967952,0,0,-0.00273319,5.42,109
"544",0.00096388,0.03708585,0.00431127,-0.50596214,0,0,-0.00270723,5.43,109
"545",0.00094937,0.05157967,0.0043245,-0.51217628,0,0,-0.00267793,5.44,109
"546",0.00093561,0.06532862,0.00433707,-0.51772862,0,0,-0.00265351,5.45,110
"547",0.00092118,0.07973967,0.00434955,-0.52319647,0,0,-0.00262595,5.46,110
"548",0.00090751,0.0933946,0.00436142,-0.52806179,0,0,-0.00260299,5.47,110
"549",0.0008932,0.10769214,0.0043732,-0.53282759,0,0,-0.00257709,5.48,110
"550",0.00087965,0.12122639,0.00438443,-0.53704679,0,0,-0.00255549,5.49,110
"551",0.00086548,0.13538488,0.00439555,-0.54115224,0,0,-0.00253114,5.5,111
"552",0.00085208,0.14877634,0.00440617,-0.54476377,0,0,-0.00251083,5.51,111
"553",0.00083806,0.1627746,0.00441666,-0.54824802,0,0,-0.00248794,5.52,111
"554",0.00082482,0.17600497,0.00442671,-0.55128792,0,0,-0.00246883,5.53,111
"555",0.00081099,0.18982553,0.00443662,-0.55418756,0,0,-0.0024473,5.54,111
"556",0.00079792,0.20287975,0.00444614,-0.55668951,0,0,-0.00242931,5.55,112
"557",0.00078428,0.21650821,0.00445549,-0.55903873,0,0,-0.00240905,5.56,112
"558",0.0007714,0.22937389,0.0044645,-0.56103418,0,0,-0.00239211,5.57,112
"559",0.00075796,0.24279846,0.00447334,-0.56286484,0,0,-0.00237303,5.58,112
"560",0.00074528,0.25546549,0.00448186,-0.56438307,0,0,-0.00235706,5.59,112
"561",0.00073206,0.26867656,0.00449022,-0.56572488,0,0,-0.00233908,5.6,113
"562",0.00071958,0.28113673,0.00449829,-0.56679318,0,0,-0.00232402,5.61,113
"563",0.00070658,0.29412652,0.00450618,-0.5676738,0,0,-0.00230707,5.62,113
"564",0.00069432,0.30637323,0.00451383,-0.56831758,0,0,-0.00229285,5.63,113
"565",0.00068155,0.3191355,0.00452128,-0.56876277,0,0,-0.00227686,5.64,113
"566",0.00066951,0.33116347,0.00452853,-0.56900573,0,0,-0.00226343,5.65,114
"567",0.00065696,0.34369327,0.00453558,-0.56903949,0,0,-0.00224832,5.66,114
"568",0.00064515,0.35549839,0.00454245,-0.5689037,0,0,-0.00223563,5.67,114
"569",0.00063284,0.36779186,0.0045491,-0.56854842,0,0,-0.00222135,5.68,114
"570",0.00062125,0.37937092,0.00455561,-0.56805446,0,0,-0.00220934,5.69,114
"571",0.00060918,0.39142511,0.00456189,-0.56733101,0,0,-0.00219583,5.7,115
"572",0.00059782,0.40277574,0.00456807,-0.56649811,0,0,-0.00218446,5.71,115
"573",0.000586,0.41458845,0.004574,-0.56542598,0,0,-0.00217168,5.72,115
"574",0.00057487,0.42570893,0.00457985,-0.56427207,0,0,-0.00216091,5.73,115
"575",0.00056328,0.43727863,0.00458545,-0.56286949,0,0,-0.0021488,5.74,115
"576",0.00055238,0.44816779,0.004591,-0.56141137,0,0,-0.00213858,5.75,116
"577",0.00054105,0.45949348,0.00459629,-0.55969536,0,0,-0.00212711,5.76,116
"578",0.00053038,0.47015064,0.00460155,-0.55794874,0,0,-0.00211742,5.77,116
"579",0.00051929,0.48123176,0.00460654,-0.55593528,0,0,-0.00210653,5.78,116
"580",0.00050885,0.49165661,0.00461153,-0.55391488,0,0,-0.00209733,5.79,116
"581",0.00049801,0.50249297,0.00461624,-0.55161892,0,0,-0.002087,5.8,117
"582",0.0004878,0.51268555,0.00462096,-0.54933855,0,0,-0.00207826,5.81,117
"583",0.0004772,0.5232773,0.0046254,-0.54677414,0,0,-0.00206846,5.82,117
"584",0.00046723,0.53323791,0.00462988,-0.54424677,0,0,-0.00206015,5.83,117
"585",0.00045687,0.54358542,0.00463406,-0.54142711,0,0,-0.00205083,5.84,117
"586",0.00044713,0.55331459,0.0046383,-0.53866493,0,0,-0.00204293,5.85,118
"587",0.00043702,0.56341848,0.00464224,-0.53560244,0,0,-0.00203407,5.86,118
"588",0.00042751,0.57291691,0.00464626,-0.53261694,0,0,-0.00202656,5.87,118
"589",0.00041764,0.58277795,0.00464997,-0.52932332,0,0,-0.00201814,5.88,118
"590",0.00040836,0.59204651,0.00465378,-0.52612533,0,0,-0.00201098,5.89,118
"591",0.00039873,0.60166563,0.00465727,-0.5226116,0,0,-0.00200297,5.9,119
"592",0.00038968,0.6107053,0.00466087,-0.51921132,0,0,-0.00199615,5.91,119
"593",0.0003803,0.62008352,0.00466415,-0.51548791,0,0,-0.00198853,5.92,119
"594",0.00037148,0.62889538,0.00466756,-0.511895,0,0,-0.00198204,5.93,119
"595",0.00036233,0.63803383,0.00467064,-0.50797176,0,0,-0.00197478,5.94,119
"596",0.00035373,0.64661905,0.00467387,-0.50419534,0,0,-0.00196859,5.95,120
"597",0.00034483,0.65551892,0.00467676,-0.5000816,0,0,-0.00196168,5.96,120
"598",0.00033646,0.66387869,0.00467981,-0.49613032,0,0,-0.00195578,5.97,120
"599",0.00032779,0.67254123,0.00468252,-0.49183491,0,0,-0.00194921,5.98,120
"600",0.00031964,0.68067683,0.0046854,-0.48771697,0,0,-0.00194358,5.99,120
"601",0.00031121,0.68910331,0.00468794,-0.48324828,0,0,-0.00193731,6,121
"602",0.00030329,0.69701602,0.00469066,-0.47897146,0,0,-0.00193195,6.01,121
"603",0.00029509,0.70520776,0.00469303,-0.47433746,0,0,-0.00192598,6.02,121
"604",0.00028739,0.71289888,0.0046956,-0.46990917,0,0,-0.00192086,6.03,121
"605",0.00027942,0.72085719,0.00469782,-0.46511744,0,0,-0.00191518,6.04,121
"606",0.00027194,0.72832805,0.00470024,-0.46054471,0,0,-0.00191029,6.05,122
"607",0.00026421,0.73605425,0.0047023,-0.45560246,0,0,-0.00190488,6.06,122
"608",0.00025695,0.74330615,0.0047046,-0.45089201,0,0,-0.00190022,6.07,122
"609",0.00024945,0.75080158,0.00470651,-0.44580614,0,0,-0.00189507,6.08,122
"610",0.00024241,0.75783584,0.00470867,-0.44096437,0,0,-0.00189062,6.09,122
"611",0.00023513,0.7651018,0.00471045,-0.43574145,0,0,-0.00188571,6.1,123
"612",0.00022831,0.77191971,0.00471249,-0.43077447,0,0,-0.00188147,6.11,123
"613",0.00022126,0.7789575,0.00471413,-0.42542077,0,0,-0.0018768,6.12,123
